Method,Trustworthiness,Continuity,KNN Preservation,Normalized Stress,Bray-Curtis Corr,Aitchison Corr,Jaccard Corr
PCA,0.8364721987592112,0.8793871785162963,0.3762589928057554,0.6152693629264832,0.6201524399921855,0.37133734201602087,0.4483460984440773
Jaccard PCoA,0.7652054874319167,0.7696443654792765,0.30071942446043165,0.991858580474149,0.6727777306328241,-0.10273797822421334,0.8288764851164682
MDS,0.8134622666239478,0.8414062272449248,0.35035971223021584,0.350532207267932,0.4149122811840474,0.44406888170762343,0.2023681526779088
t-SNE,0.9096612588471733,0.8901639821745843,0.543884892086331,0.8344637155532837,0.17812393187994938,0.3626931256110735,0.11690925599944052
UMAP,0.8945504325284711,0.8767308420470101,0.516546762589928,0.9487794637680054,0.4820196884868171,0.10550488189079776,0.4561447723311864
PaCMAP,0.9260536510063204,0.7324614802085457,0.48992805755395685,0.8191042542457581,0.6419494272893307,-0.09856764747514368,0.7750841637976444
PHATE,0.8561209332129438,0.8805522383712463,0.45611510791366905,0.9981568420168963,0.46196623293294914,0.06164148509039727,0.42567883823607705
SONG,0.9204730143011097,0.8539888736783852,0.5086330935251798,0.9622089862823486,0.5198907826854422,0.25606749962162845,0.49397817842233865
