taxon
BF_g_1_[Aquaspirillum]_arcticum_group
BF_g_8_01D2Z36
BF_g_10_0319-6G20
BF_g_11_0319-7L14
BF_g_12_053A03-B-DI-P58
BF_g_15_11-24
BF_g_16_1174-901-12
BF_g_17_1921-2
BF_g_18_1921-3
BF_g_19_1959-1
BF_g_20_211ds20
BF_g_21_27F-1492R
BF_g_22_37-13
BF_g_25_67-14
BF_g_27_A0839
BF_g_28_A21b
BF_g_29_A4b
BF_g_30_AAP99
BF_g_31_AB1
BF_g_32_Abditibacterium
BF_g_33_Absconditabacteriales_(SR1)
BF_g_35_Acetivibrio
BF_g_39_Achromobacter
BF_g_41_Acidibacillus
BF_g_42_Acidibacter
BF_g_43_Acidicaldus
BF_g_46_Acidiphilium
BF_g_47_Acidipila
BF_g_48_Acidisoma
BF_g_49_Acidobacteriae
BF_g_50_Acidobacteriales
BF_g_52_Acidocella
BF_g_53_Acidothermus
BF_g_54_Acidovorax
BF_g_55_Acinetobacter
BF_g_58_Actinoallomurus
BF_g_60_Actinocorallia
BF_g_62_Actinomadura
BF_g_63_Actinomycetospora
BF_g_64_Actinophytocola
BF_g_65_Actinoplanes
BF_g_67_Actinospica
BF_g_69_AD3
BF_g_70_Adhaeribacter
BF_g_71_ADurb.Bin063-1
BF_g_76_Aeromicrobium
BF_g_77_Aeromonas
BF_g_78_Aestuariimicrobium
BF_g_79_Aetherobacter
BF_g_80_Afipia
BF_g_81_Agaricicola
BF_g_82_Aggregicoccus
BF_g_83_Agrococcus
BF_g_84_Agromyces
BF_g_85_Ahniella
BF_g_87_AKAU3644
BF_g_88_AKAU4049
BF_g_90_AKIW781
BF_g_91_AKYG1722
BF_g_92_AKYG587
BF_g_93_AKYH767
BF_g_96_Alcaligenaceae
BF_g_99_Alicyclobacillus
BF_g_100_Aliidongia
BF_g_101_Aliihoeflea
BF_g_106_Alkaliphilus
BF_g_107_Alkanibacter
BF_g_108_Alkanindiges
BF_g_110_Allocatelliglobosispora
BF_g_111_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
BF_g_112_alphaI_cluster
BF_g_113_Alsobacter
BF_g_114_Altererythrobacter
BF_g_115_Alterococcus
BF_g_117_Amaricoccus
