,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
Psoriasis_2014,-9.011814,-8.577586,1.7395927,-2.1459312,-1.6404519,-1.9576584,0.9597292,-6.092535,0.5751758,1.759934,1.028377,-1.3174189,1.3843049,0.12715258,2.1865323,0.18600139,-2.3908606,-0.6794499,-1.3064946,0.75519025,0.53756666,0.4601519,0.39760476,0.8644506,-1.4102806,0.386715,-0.34625736,0.43680257,-0.05341424,-0.35874006,-0.6480566,-0.05911894,0.200757,0.25773096,0.3156291,0.59667945,-0.04123617,0.097275905,-0.1557574,0.0028582136,0.051287822,0.008078667,0.5378906,0.07005448,-0.95555407,-0.16576448,0.0877748,-0.32882938,0.17353396,-0.05479046
Psoriasis_2014,-9.100822,-9.408691,1.8423163,-3.2350705,-1.3465755,-0.93481535,0.96140593,-5.026188,0.5982457,1.5332699,1.0518619,-1.0943376,0.919327,-0.08832293,1.7967443,-0.32308596,-2.2859569,-0.31420216,-0.38401768,-0.023603655,0.28198782,-0.7367183,0.35751298,0.024988284,-0.7474416,0.80865943,-0.39495295,0.19361955,-0.106022,-1.285026,-1.1564329,-0.84118384,0.0006674561,0.80660594,0.46760264,0.32334578,0.06362453,0.2544292,-0.99616045,-0.04196473,-0.041948743,-0.32655397,0.320611,0.116591975,-0.8173469,0.56184846,-0.15807386,-0.16293749,0.8986201,0.3584665
Psoriasis_2014,-9.198329,-8.609093,1.5942992,-2.2848935,-1.3645104,-1.6883663,0.9959647,-5.767112,0.8611911,1.6641575,0.89774877,-1.3708532,1.1308123,-0.06844939,1.805856,0.064459585,-2.2476354,-0.83902156,-1.1930891,0.7288089,0.51724356,0.23503266,0.44783977,0.646198,-1.4375697,0.4192961,-0.33127004,0.42692688,-0.028400032,-0.25059354,-0.69103354,-0.18568361,0.11066338,0.35900033,0.24669993,0.3667834,0.08289951,0.057747155,-0.014089876,0.011935013,-0.0894411,-0.15802464,0.4735376,0.16281284,-0.65077776,-0.044966333,0.07864345,-0.20153406,0.16990274,-0.1700156
Psoriasis_2014,-8.560448,-9.549675,1.6048745,-2.857636,-2.2881722,-1.6970767,0.96250516,-5.4494495,-0.53504175,1.9311738,1.5128865,-0.45482707,1.2965063,0.32936597,3.03811,-0.015649652,-2.9429607,-0.1337521,-1.1471947,0.15593971,0.6568539,0.030584222,0.66126084,0.53439146,-0.9151561,0.64840996,-0.35758322,0.38613707,-0.15959485,-1.1157707,-0.776081,-0.23546208,0.2138109,0.33916947,0.12665506,0.5893151,0.11726452,-0.11133221,-0.29356983,-0.029657692,0.098082356,-0.09602579,0.62609935,0.42687646,-0.7661481,-0.016898183,0.14457648,-0.18477814,-0.00571435,0.19046703
Psoriasis_2014,-8.692388,-9.121729,1.4296471,-2.521905,-1.0349969,-1.157951,1.3144263,-5.961905,0.5070199,1.9925255,0.77968913,-1.2347062,1.4773855,0.1015002,2.2709935,0.16022444,-2.3595016,-0.77893496,-1.3601725,0.10946511,0.5011101,0.09260664,0.5881779,0.9517526,-1.2001101,0.47826406,-0.28455752,0.5428878,-0.014060599,-0.466736,-0.64633536,-0.17853437,0.17882039,0.15174918,0.1246446,0.7676185,0.15245831,0.073406026,-0.15424867,-0.20431393,-0.24577165,-0.092464656,0.73724806,-0.07036674,-1.0388638,-0.38693875,0.40548718,-0.690195,0.3941788,0.15057269
Psoriasis_2014,-10.046288,-12.53556,-3.5343816,-4.058876,2.522463,3.8264809,2.1176894,-1.1407644,-0.92774636,1.1894276,0.7961411,-3.9206536,-0.42760637,0.93645203,5.2653127,-0.8414591,-1.0103118,-0.20220383,-0.8923866,-1.9770211,1.3600332,-3.157072,2.61969,-3.3576586,-4.0037518,0.48591632,-1.4665234,2.0941055,-0.8073207,-1.3556098,-0.9224936,-1.9278835,-2.8445995,0.17226134,-3.4389982,-3.31654,0.8501531,1.4231538,-1.1570857,0.74715817,-1.8394358,-0.23448473,-0.86417836,0.025338504,1.5643734,1.8650633,0.39409548,0.87817544,0.053975884,-1.7546564
Psoriasis_2014,-9.367613,-11.352202,-0.6760941,-9.287486,3.1101577,6.002736,1.6430165,-0.25231946,-4.0064917,0.31258476,1.3294435,-0.72315264,-0.73707104,1.4745636,4.261125,-1.1566694,-2.1330988,0.8750462,-1.3261206,-3.430579,0.30501243,-3.3458254,2.2132084,-0.24999778,-0.48345038,2.0609357,-0.09834249,0.7198686,0.4730366,-1.3823391,-1.3244637,-1.5407143,-1.2810203,0.9887129,1.2431908,-1.2796485,2.3537395,-0.8188128,-1.4287332,-1.3026903,-0.7017972,-1.5733167,-0.42147958,-0.3475401,0.8796407,2.087445,0.5339402,-0.6732591,1.4449598,0.6235538
Psoriasis_2014,-11.263873,-11.378754,-1.5905031,-5.303704,0.40821975,2.2058306,0.42977655,-1.8373249,-0.07914771,0.98963034,1.2232423,-1.310105,1.4261471,0.73117775,2.475123,-0.2194206,-2.7492712,-0.012010733,-1.4964957,-0.041315872,0.2248222,-0.99879867,0.6107179,-0.62969023,-2.2233393,1.3055191,0.16379301,1.4326506,-0.58742934,-2.5480382,-1.5751686,-0.6196377,-0.38696036,0.95302385,0.8932377,-1.1394615,0.27977416,1.299264,-2.6183465,0.86992276,0.025188018,-1.2873104,-0.49142236,-0.61295503,-0.6242202,2.4476073,-0.580657,0.6597087,2.4034147,0.271113
Psoriasis_2014,-8.829536,-8.618903,1.4945765,-2.1125107,-1.8158879,-1.8723944,1.0231233,-6.068599,-0.11833025,1.9371271,1.1398782,-0.9797482,1.5931697,0.512016,3.0755463,0.50986534,-2.8138816,-0.5002974,-2.106678,0.8732243,0.9534588,0.9838628,0.7807751,1.2940415,-1.7979696,0.3289796,-0.15092291,0.7064567,0.017643496,0.083305,-0.34128526,0.4052841,0.3356118,-0.038786694,0.29347417,0.45607394,0.18811211,-0.23712023,0.34276557,-0.2829751,0.14440726,0.0055868463,0.41983637,-0.09404481,-0.8533786,-0.45056692,0.22900036,-0.36573416,-0.25925693,-0.023130063
Psoriasis_2014,-8.803736,-8.592898,2.329541,-1.9631451,-1.8700573,-2.0583363,1.1163863,-6.376695,0.8850862,1.925701,0.89288646,-1.3327798,1.305127,0.036053743,2.1998878,0.3123353,-2.4244282,-0.5535797,-1.3321693,0.6257224,0.7176557,0.33465546,0.4752652,0.90750957,-1.4786782,0.33424005,-0.2708173,0.4750191,0.04158597,-0.16908622,-0.52187455,-0.055345397,0.27284387,0.23664251,0.23101097,0.7120767,-0.02503035,-0.009869906,0.08600132,-0.12913251,0.09942092,0.05580084,0.37518477,-0.020341037,-0.9311078,-0.318014,0.12935925,-0.2760003,0.06255456,0.08029779
Psoriasis_2014,-10.0999775,-10.923023,0.46996695,-6.908277,5.152809,5.4945083,0.15434994,3.7449343,-1.0787121,-1.3484582,1.3627146,-4.529308,-2.1234155,-1.1894306,-5.703957,-0.50101626,2.43478,-1.4049182,1.6982111,0.62887925,-0.2795709,-3.1291502,-1.1157749,-1.2068273,2.774515,1.1319312,0.39302152,0.18860425,-1.949521,-1.6730682,-2.7788055,-1.6656001,1.5117837,1.6257764,-0.3117975,1.4550488,-0.93551344,1.1119562,-2.8599257,1.7463791,1.3061122,0.9330236,-0.08199247,0.5559749,-1.554433,-0.014938052,-1.6967201,0.81799716,1.1791532,0.36735126
Psoriasis_2014,-8.888966,-9.061019,0.59818655,-4.42099,-0.33329225,-0.36035883,1.7049944,-5.7898493,2.0564916,0.7679409,0.56715935,-3.5495954,-0.48075542,-1.1536515,0.2009409,-1.5248884,-0.43968272,-0.6781537,3.2110455,-0.7150172,-0.8148089,-2.7610044,-0.42750636,-2.1384716,0.25762194,0.2267452,-1.4732645,-1.2637329,-0.64190435,-2.3256805,-1.8801877,-2.1921966,-0.89915943,1.0230223,-1.2138281,0.84750324,-1.076029,1.6233252,-2.019608,1.023396,-0.7815616,0.5066034,0.6478065,0.8991706,-0.7430965,0.8078639,-0.72546154,0.1286325,1.1841534,-0.064209834
Psoriasis_2014,-8.76191,-9.118294,2.5993056,-2.713631,-1.4958775,-1.5287656,1.3359698,-6.177756,1.7491308,1.5148151,0.62968487,-1.9440593,0.35723424,-0.6818451,0.590013,-0.60389113,-1.5855737,-0.8115838,0.47858018,-0.23951203,-0.2765214,-1.3813878,-0.20058803,-0.1675735,-0.41602716,0.4884616,-0.8115212,-0.17012173,-0.12058104,-1.448189,-1.2866172,-1.5667145,-0.20141846,0.92046887,-0.0018800423,1.0136793,-0.52397496,0.79356885,-1.4312835,0.46941555,-0.16755746,0.17820929,0.78849626,0.34526598,-0.93643856,0.44531,-0.09463747,-0.23984331,1.302821,0.1269333
Psoriasis_2014,-8.74039,-8.970322,2.3928242,-2.1416886,-1.9537237,-1.7885473,1.1200132,-5.9858336,0.8956893,1.7587519,0.85153234,-1.382054,0.87371856,-0.12942888,1.9481188,-0.09067068,-2.2827766,-0.40824154,-0.6513614,0.14038256,0.3656318,-0.34380275,0.27992734,0.56853807,-1.0392932,0.3637507,-0.4922175,0.20143098,-0.23779173,-0.8930289,-0.9580176,-0.64133453,0.2451638,0.42157334,-0.06708963,0.90212435,-0.49004087,0.3981669,-0.6797377,0.14530583,-0.044531602,0.22650118,0.70647913,0.11974389,-1.2020905,-0.11413144,0.07928432,-0.23858654,0.39144367,0.17616287
Psoriasis_2014,-10.568983,-9.396444,0.08282703,-3.7203689,-0.44394472,0.8289396,0.72976434,-3.6237893,-0.73247486,1.537063,1.1268605,-0.67293805,1.7966851,1.0832704,3.2222137,0.50831234,-3.0259473,-0.13953896,-2.8809676,0.62334716,1.0298363,0.41576195,1.353028,1.0109138,-2.4389353,0.70583576,0.49098808,1.478273,0.09197752,-0.069394365,-0.3015144,0.70470643,-0.16616505,0.32203043,0.7933395,-0.8938781,0.981518,-0.7488657,0.16383293,-0.3325867,0.03632195,-1.1727139,-0.7263611,-0.27330944,-0.30750248,0.38404727,0.2033013,-0.25045246,0.027248828,-0.24089354
Psoriasis_2014,-8.757709,-8.968991,2.028078,-2.118053,-1.9567128,-1.8572059,1.2683742,-6.29276,0.5615327,1.9446152,0.8971738,-1.2569101,1.1953492,0.17575914,2.5436718,0.33675158,-2.718265,-0.5663291,-1.5893658,0.6224986,0.82035303,0.39353773,0.6496329,0.93096644,-1.6422143,0.39855143,-0.20846362,0.51612735,0.06541657,-0.16912529,-0.5893689,-0.047395505,0.3130168,0.22979844,0.20005135,0.72457635,-0.014656732,-0.052076716,0.021579636,-0.2585294,0.099264644,0.12913424,0.43781522,-0.037576552,-0.9607808,-0.37294024,0.12022902,-0.27471986,0.0017285766,0.13157703
Psoriasis_2014,-11.632857,-9.313786,-1.1440994,-4.4552655,5.0078783,7.9934306,0.5360602,2.6967063,-2.7521482,-0.701847,-1.5536579,-2.2906075,-1.5278102,0.4177282,1.4793342,0.92427474,0.086876474,-0.4453751,-0.19354518,-0.6008169,-0.850797,0.3005813,0.39033565,0.50870764,-0.6811403,-0.060259856,1.3268473,-1.7464715,1.220821,1.0743749,0.07652803,1.3209628,0.6160182,0.18130744,0.86841565,1.71379,-0.80314684,-0.20952234,0.2673713,0.24995384,-0.6741614,0.92927206,1.8571683,-0.08243667,-0.035288706,-1.0359683,-0.94874036,0.58669955,-2.191501,1.0636455
Psoriasis_2014,-9.016186,-8.91599,1.3652216,-2.6002796,-1.4363911,-1.1130321,1.1687192,-5.471784,0.024509199,1.8622072,0.92855847,-0.9132975,1.253927,0.39797223,2.9199147,0.44385388,-2.7829857,-0.51068246,-2.1255262,0.6365442,1.0892851,0.59275895,0.9997917,1.0303637,-1.8736013,0.4402553,-0.06082245,0.798782,0.0928798,0.19891767,-0.4339137,0.1645892,0.28955814,0.10861827,0.24986745,0.13714683,0.3183631,-0.2795886,0.39510185,-0.45215595,0.0013770735,-0.23364288,0.1959419,-0.14223881,-0.54512346,-0.2474239,0.12419791,-0.22110538,-0.17587796,0.08637785
Psoriasis_2014,-9.14876,-9.214469,1.9124919,-3.8953924,-0.8241998,-0.4606488,1.1327622,-5.1935186,1.0189041,1.3559424,0.8627337,-1.451559,0.42616576,-0.37483218,0.89488053,-0.57861185,-1.7707992,-0.6492587,0.06384171,-0.4100714,-0.23255458,-1.593976,0.06608744,-0.05960831,-0.26243863,0.8919642,-0.61366934,0.18805416,-0.00027505585,-1.4432265,-1.248715,-1.4613292,-0.39769554,1.0781124,0.7835065,0.28897178,0.26991475,0.43352187,-1.6988549,0.14228258,0.0289612,-0.31251967,0.25749558,-0.14318009,-0.5311997,1.1056527,-0.06874856,-0.3654192,2.1476269,0.24080294
Psoriasis_2014,-9.52045,-8.42589,2.587849,-2.8696551,-0.6433011,-1.3591634,0.64752465,-5.3566756,2.2671075,1.1605972,0.7377361,-1.9186956,0.67475015,-0.97832763,-0.23015895,-0.7148472,-0.9024299,-0.78012145,1.0615283,-0.028754853,-0.72014326,-1.5628674,-0.6400984,-0.47020453,0.17451726,0.74585676,-0.75022584,-0.3057503,-0.2547704,-1.8722856,-1.3183082,-1.5822222,-0.29578725,1.1041338,0.68826985,0.6335597,-0.50245875,1.0025215,-1.865217,0.7595958,-0.18469606,-0.21693729,0.42846796,0.1173797,-0.9504291,1.1523966,-0.41304588,-0.16659355,2.0911582,0.110158294
Psoriasis_2014,-11.085743,-13.36733,0.23286359,-3.4221072,1.6586355,-1.7097101,-1.2082459,-2.3899443,3.316892,-1.7112377,-2.2097905,-1.0167187,2.6528127,-1.6815008,1.9128635,-1.3248298,-0.4921254,-0.39465138,1.291873,0.90428436,-0.24078655,1.84761,-1.8776661,-0.39842975,-0.07652714,-0.06513603,-0.7096281,0.067271836,0.4129817,-0.22431403,-0.069579795,0.06368353,2.1508405,0.32500726,-0.47569185,1.6732013,-3.873171,1.988037,1.2145981,1.6528583,-1.4684155,0.5010386,1.6797602,0.91722405,-2.581242,-1.4688857,0.31235898,-0.344889,-3.137031,0.017376004
Psoriasis_2014,-11.756761,-11.674593,1.386177,-0.22552493,-0.04260131,-0.85138714,-2.1849554,-3.4137902,2.3638124,1.2529378,2.024491,0.2124104,0.8290578,0.6922783,1.3076943,0.9328622,-2.0397408,0.26132563,1.5942338,1.1120203,-0.23638725,-0.29933053,-1.190389,-0.5415953,0.9305272,-0.088333234,-0.21526591,0.46336913,-0.654124,-1.778179,-0.7324142,1.3513542,0.52995133,0.29922733,0.23169862,1.805986,-2.096231,0.20499243,0.25924906,1.5965571,-0.17855829,-0.020297335,1.1920413,0.75663334,-2.819614,-1.0091326,0.7577175,-0.098481834,-1.6786505,-0.11939272
Psoriasis_2014,-11.236307,-10.563585,1.1451242,-6.4893503,3.6938388,4.8212605,-0.54691076,0.123713195,2.4416869,0.2514816,0.6353062,-1.2215788,-2.1857827,-0.5761009,-1.5879066,-1.1068633,1.1775422,0.25863642,3.0988472,-1.7967681,-2.2911804,-3.309919,-1.3815945,-0.582749,2.0844479,0.06133021,-1.3275963,-0.4830981,-0.95568067,-3.0679305,-1.5881367,-1.9316016,-1.1511708,0.73662394,-0.15302789,1.8957943,-1.500431,1.8406827,-2.306361,1.1541545,-0.4784651,1.1721259,2.0822036,1.5269682,-1.8800875,1.0315001,-0.20684873,-0.09954152,0.8111457,-0.29783452
Psoriasis_2014,-9.080973,-11.732008,-1.9214547,-10.175129,3.7647367,3.883242,0.7798271,-1.6629835,0.30379048,-2.4116013,-2.602162,-2.3967478,0.45226252,-2.0904303,-0.77754843,-3.8181586,3.130457,-0.5823803,3.8109457,-2.9871004,-2.1157613,-2.9164457,-1.353755,-2.1832926,0.1759205,-0.5437292,-2.1033974,-1.6478271,-0.497084,-1.2732892,-0.22310972,-2.9191382,-1.1996877,-0.80729836,-3.0094926,0.45306686,-3.2906523,3.6285584,-2.44557,2.8620744,-1.15774,0.86187696,2.3095264,2.5376813,-0.1629123,0.50268316,0.3696358,-0.13803315,0.5484799,-1.1700379
Psoriasis_2014,-8.83697,-8.641859,1.8874888,-2.0223815,-1.8141109,-2.0816567,1.050305,-6.3307595,0.46926305,1.8704077,1.0535309,-1.3190665,1.4312574,0.21361709,2.4763916,0.2686246,-2.5191247,-0.6039533,-1.4292156,0.73713714,0.6353638,0.5259999,0.48569113,0.9625728,-1.5265349,0.3425513,-0.34485066,0.45343122,-0.047680944,-0.30093184,-0.59841245,0.0040243412,0.22476973,0.16670972,0.22595039,0.6939416,-0.078502014,0.085593686,-0.10165492,-0.059357114,0.08672069,0.14941916,0.54883313,0.03759092,-1.0397438,-0.29551405,0.11090425,-0.36106887,0.047945004,-0.017212423
Psoriasis_2014,-14.240137,-1.3824407,-8.017131,-5.8933835,2.5195966,7.890829,-0.6527776,7.0276356,-1.0650438,1.5270246,-0.30783793,1.2514226,1.4578689,-0.390383,-4.370543,1.6478097,0.58790785,-0.4769827,-1.0572448,4.3832903,-0.5750472,2.2594593,1.5580819,0.8731919,2.1468606,-2.483867,0.11416101,-2.662248,-5.836112,-2.5715256,-0.72160476,-1.420209,1.2916663,-1.6254948,-2.9708993,2.1572814,-2.060528,0.82836896,-0.57264376,0.75206393,3.069803,2.1884663,1.1705415,0.88541406,-2.7827613,-1.616585,-3.0610952,1.6815004,-2.396414,-1.8114783
Psoriasis_2014,-9.509739,-8.529313,2.455316,-2.666483,1.399087,0.20323999,0.774227,-4.156987,3.560194,0.28055868,-0.3152503,-3.485056,-0.15979445,-1.5024822,-2.717421,-1.1943601,0.84060866,-0.29662472,3.9327285,-1.7098335,-1.9249268,-2.8394294,-2.6241,-0.96849066,1.7811291,0.39063776,-1.1923052,-1.380462,-0.36306635,-2.8493068,-1.4606639,-2.3002117,-0.52998847,1.2846514,0.33749196,2.6477425,-1.5279527,1.7372746,-2.9920022,1.4779663,-0.73303306,0.7303931,1.647938,0.11749526,-3.1024544,0.31067842,0.43779925,-0.8276498,2.9573705,0.3514873
Psoriasis_2014,-8.743721,-8.883333,1.6960373,-1.603194,-0.89733106,-2.0045047,1.3578103,-6.329067,1.7576711,1.3774872,0.76547456,-3.180765,0.37133798,-0.6016989,1.0496118,-0.7806092,-0.7588509,-1.0706955,1.1477052,-0.15106252,-0.2699377,-1.4325367,-0.2002045,-1.1139252,-0.78239995,0.12809062,-1.5778322,-0.12022621,-0.41280165,-1.4034104,-1.1628131,-1.7270144,-0.9998029,0.63532937,-1.135397,0.6334428,-0.7121847,1.3331326,-1.3825558,0.9503577,-0.57121193,0.75342935,0.9429837,0.7083629,-0.8394227,0.3658253,-0.022068137,-0.2278742,0.7186858,-0.79759777
Psoriasis_2014,-12.934426,-9.641722,-3.9403532,-5.7624693,3.4711766,3.263093,-2.1397367,0.012929108,-0.9774861,-1.0904241,1.3342057,0.07370176,-0.17252839,0.95786285,1.1694905,-0.20923488,-1.1574025,-0.05606517,1.2558653,0.41740447,-0.8636785,-0.8390139,0.08784272,0.78228533,0.14187488,-0.6564368,-1.2243763,0.4397687,-1.7172811,-0.8366624,-2.3689575,-0.25299963,0.30885026,-0.16468637,0.28951657,-0.26555863,-3.1917071,2.3477664,-1.0300632,0.98674875,-0.4258081,0.052138537,1.6928458,0.42736903,-1.671453,-0.043326836,-0.14132133,0.2256404,-0.1752378,-0.7170573
Psoriasis_2014,-10.061886,-9.795333,-1.2532866,-5.7675176,0.47562027,1.0360732,1.5620394,-5.0106316,1.1640828,1.413709,0.9032637,-2.8267207,1.0134884,0.08870628,2.063337,-0.54389924,-1.5786124,-0.7695118,0.060028553,-0.046013046,0.43600264,-1.3320782,0.7335156,-1.2810329,-1.7028946,0.3869112,-0.52382076,0.6074453,-0.59459525,-0.9223428,-1.0449446,-0.325815,-1.0652301,0.20543829,-0.8668414,-0.9346878,0.17506385,0.4672042,-1.2889488,0.44695202,-0.76607877,-0.30628228,-0.44947794,0.010550476,-0.2309352,0.9646162,0.03663631,0.03691611,0.70475465,-0.15197429
Psoriasis_2014,-10.884774,-11.96143,-5.9742665,-12.614587,1.6401088,6.2169313,-0.39756492,1.4597495,-3.7290733,-2.5687144,-3.5422266,3.0475287,-1.1005923,-1.0947183,3.277446,-2.1566875,-1.2797681,-0.87600464,-0.33141664,-1.8569593,0.16916727,-2.1033363,1.315025,0.45379576,3.008777,-0.65322787,-1.6169347,0.34666777,-1.956052,-0.3352109,-2.7199879,-1.3825991,0.30603838,1.0388001,-0.8860832,0.6001568,-1.486126,-0.045285616,-0.5643527,0.8174681,-0.2512999,1.150524,2.0490663,-0.6887914,-0.054966416,-0.660276,0.6346834,-0.8693053,2.5066178,0.7387238
Psoriasis_2014,-10.664013,-10.541579,-6.4447193,-13.794846,3.062681,7.2753086,1.7650801,1.2032539,-2.7387931,-0.96456367,-0.35720462,0.8077826,-3.5232189,-0.2632235,0.21683891,-0.9075488,-3.8431554,0.28603673,2.0101418,-2.7471144,0.3586639,-3.4972272,0.48562282,-0.6253806,0.631519,0.79690516,-0.93330926,0.6802763,-1.1114179,-1.5022131,-1.3577211,-2.4718952,-0.5898343,1.0518268,0.8099478,-1.379518,0.89270663,-0.95290965,-1.3609296,-1.2549953,-0.8344314,-0.36756226,-0.44160864,-1.8072414,0.68346477,0.8219032,0.6605361,-0.46094692,1.5278352,-0.21125655
Psoriasis_2014,-8.760952,-8.956633,2.028772,-2.1120691,-1.9526483,-1.8607373,1.2656021,-6.2912,0.5686393,1.9448748,0.8954725,-1.2564062,1.1963322,0.1717388,2.5362616,0.33852854,-2.7112148,-0.56968266,-1.5915656,0.6255218,0.822134,0.39628914,0.6497525,0.9326082,-1.6440616,0.3947901,-0.20832194,0.51963043,0.06600449,-0.15927123,-0.5833243,-0.043062232,0.31188333,0.22734204,0.19690487,0.7189799,-0.0102050295,-0.055624217,0.03595614,-0.25628692,0.0968547,0.12400024,0.43457353,-0.035030082,-0.95151436,-0.3738928,0.12283493,-0.2729612,-0.004441646,0.12539065
Psoriasis_2014,-9.957541,-9.555079,-0.87888336,-4.488632,-2.3660989,-0.39104715,-0.19153842,-1.8447658,-2.2326283,0.71686476,1.5534769,1.1671563,0.5778846,0.632302,2.669844,0.47665334,-4.130224,0.8085376,-0.68775105,-0.076595776,1.1447829,0.5725156,-0.4219473,0.3159838,0.15467186,1.0457909,0.14736225,0.78261906,-0.9842583,-1.6052965,0.23264727,1.1154994,0.2876448,0.16050352,0.9828332,-0.22046018,0.9935205,-1.611159,-0.0055206674,-0.13806944,0.2871692,-0.3026604,0.15474667,-0.2737718,-0.7079104,-0.19187547,1.0476983,-0.36395812,-0.17100914,-0.08849552
Psoriasis_2014,-9.436561,-13.74149,-0.34841958,-10.944269,3.024089,4.3661447,0.5822543,-1.5603284,1.0997758,-3.1314516,-2.7988338,-1.9464228,0.21671492,-1.8527706,-0.26142678,-3.7399635,0.8752648,-0.2377594,3.220005,-2.135931,-2.5265424,-2.396676,-1.7227769,-2.4969668,2.0082228,1.2356961,-0.1447901,-2.8819075,-0.36639184,-1.9848685,-2.5742571,-2.273627,-0.08836298,0.9669412,0.7660229,-0.3032116,-1.85031,2.0538414,-4.52375,1.2275383,-0.17486157,-1.785927,0.40789402,1.2909771,-0.31457907,2.2603748,-1.459684,-0.8737634,2.0616908,1.4896302
Psoriasis_2014,-9.171076,-11.629011,-0.06125482,-10.378761,3.3747964,5.0586047,2.3631978,-2.7460644,0.3926334,0.3105556,0.9867664,-2.5441809,-1.6521547,-0.24922954,0.04097536,-1.8522373,-1.1933588,-0.492869,3.0557077,-1.7741247,-2.1152344,-3.3470137,-0.6587408,-2.0143228,2.4396117,1.1533543,-0.38137004,-2.925556,-1.2607311,-3.1485162,-3.0212069,-1.9565521,-0.3951762,1.0963826,0.45339456,-0.09970074,-1.7243187,1.3043299,-4.26589,1.3919684,0.46744147,-1.2329221,0.6684096,1.1677593,-0.37860742,2.0869057,-1.6168298,-0.47087604,1.7623895,1.4634913
Psoriasis_2014,-9.306671,-12.260273,0.7244265,-4.095971,0.9890633,1.3176898,-0.794051,-0.16928549,-1.3999099,-2.079433,-1.4671371,-0.6216662,1.8847522,-0.058165587,2.934886,-1.2943903,-0.005539434,1.443883,-0.37105936,-1.092043,-0.0652212,0.60908383,-0.31704882,0.35215715,-1.869462,0.08990674,0.28052005,-0.40881535,-0.1483024,0.44389376,0.5073863,0.38279572,0.581587,-0.9692421,-0.16754803,-0.9594391,-1.2194978,1.4081632,-0.7274436,1.214867,-0.01745307,-1.4564515,0.55165905,1.5489957,-0.14055091,1.4550378,0.19258036,0.30072334,-0.37629732,0.48235288
Psoriasis_2014,-10.748216,-6.6599646,0.5470725,-1.2630208,-0.33479854,-2.0460289,-0.385304,-4.893786,2.7658682,1.2067705,0.12462344,-0.78033537,2.1040518,-0.8249108,-0.14936587,0.9275126,-1.2998728,-1.3379332,-0.8699613,1.7233486,-0.17896268,1.5074859,-1.1121212,1.3780656,0.12032041,0.4994503,0.08586735,1.1809756,0.4010203,0.24528185,0.693142,1.3478326,0.70805633,-0.30726495,1.0701182,1.4452642,-0.09524557,-0.2854644,0.32278132,0.09881808,-0.5421386,0.8087859,0.56750256,-0.7988185,-2.0082173,-1.2289999,1.8288815,-1.51486,0.804401,-0.29921687
Psoriasis_2014,-8.459581,-10.124572,-1.5744995,-5.824935,1.5211414,2.2679124,2.9581816,-5.068996,-0.06243116,1.6151181,0.34880403,-3.3158052,-0.45891637,0.059231535,3.272431,-1.0400611,-1.0718079,-1.1201186,-0.012688946,-1.434652,1.053009,-2.6001186,2.0516837,-1.9156398,-2.397159,0.20373721,-1.5192318,0.63604677,-0.08817454,-0.12431552,-0.796978,-2.013318,-1.8992238,0.22978966,-2.418508,-1.3166673,0.49462724,0.4627672,-0.04525655,-0.25227234,-1.2827711,0.183452,-0.22370085,0.2608147,0.9729641,0.3854176,0.23522243,0.038187366,-0.23681436,-0.98109823
Psoriasis_2014,-8.847574,-14.550801,-1.3641869,-12.797727,7.4840903,11.173809,1.8777891,5.106767,-5.7796817,-1.0827675,0.7451253,-1.9624319,-1.4505329,1.3857307,-3.977655,0.5158265,0.3852553,-0.22898711,-1.1532055,-3.950415,1.635001,-3.780692,1.4830376,0.32713407,2.2605326,2.157507,0.27493382,2.2011468,-1.6493453,-1.5555686,-1.1811054,-1.589543,-0.349074,0.91607565,0.38331115,-0.6400882,1.100524,-1.8396016,-0.89616674,-0.2706486,0.48521513,-2.3991258,-0.08841945,-1.0460181,-0.50002986,-0.3993199,1.4761336,-1.1340365,2.8013644,1.0710474
Psoriasis_2014,-10.203591,-10.347896,-1.6962276,-5.3440795,1.191613,2.8860044,1.6573987,-2.2152107,-0.51078165,0.72045016,0.31049028,-2.3079414,-0.6760292,0.3906976,3.0269248,-0.39816585,-2.2630563,-0.372414,-1.2323682,-0.9054072,0.97165567,-1.8822436,1.4751561,-0.8231146,-2.5328865,0.7991955,-0.20171455,1.4227297,-0.5642628,-0.71329176,-0.63138294,-0.73593616,-1.2612414,0.23139846,-0.91697776,-1.9045608,1.0593916,0.09009332,-0.5959725,-0.23127282,-0.8963966,-0.60863334,-0.7371017,-0.5660546,0.76267296,1.2891184,0.36271617,0.09109547,0.62578845,-0.7383009
