,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
doyle_bt2,-8.011535,-6.844586,6.1223087,7.830365,0.2969703,-3.1373782,-1.5964373,1.8848758,-2.263568,4.3870187,4.668915,1.1305718,1.4565241,1.9962627,3.994018,2.6083999,-1.1863034,2.12086,-2.9170275,0.3199717,-0.23066193,0.23291232,-0.16766861,0.5683134,2.257408,-1.7609986,1.2124879,0.33182976,-3.834798,1.7071043,0.23274477,3.4045916,-0.7916826,-2.5214624,-1.724523,-0.07051205,-1.3029684,-0.547843,-0.65379506,3.143464,0.3050697,0.33863258,-0.34744588,-0.12210156,-0.68127126,0.52078706,-0.8768543,0.9940386,0.22716555,-1.3916305
doyle_bt2,-2.559342,-6.0760965,2.818426,4.875211,3.2025146,6.3006783,-0.27122602,2.4748363,-1.1214759,5.0443897,6.653498,-3.9327018,7.3258176,4.6111045,-4.1680584,1.960131,8.403671,5.014511,0.7665514,6.4569817,-1.2839452,4.1935315,-2.4950175,2.7341144,-2.478614,-3.68314,-3.0055165,-1.4896265,-1.9791881,-7.873568,3.391953,-2.1428297,-0.030413702,3.7805989,-0.9107148,2.2642334,6.4458103,0.31032732,6.751986,-0.8717141,-1.6699655,3.721776,-2.0802703,0.54654014,-1.9387319,4.626654,-3.8129144,0.26092097,-1.1300967,-0.08957016
doyle_bt2,-7.690244,-2.0893736,0.5466137,2.631807,4.211159,1.8998053,3.6415327,-7.540829,-1.6338009,5.894317,4.9347496,-3.8640528,0.71353793,1.7478025,7.627932,1.3486154,-1.8908877,0.48573002,3.639401,-1.2012469,-0.43264043,-3.0005045,1.5432441,-1.3821496,1.780027,-0.57263696,-2.1874073,-4.3821917,-2.1258435,0.6280474,-0.36715657,-0.15462233,-1.8251761,-1.0794026,-1.9914893,-2.6060145,-0.87038624,-2.2869244,4.8430476,1.5014617,-1.2092081,-4.296126,-2.799585,-0.26369986,1.1466733,-1.4678634,-0.96445286,0.5548739,-2.3643758,-3.3535116
doyle_bt2,3.4256063,-1.8350376,3.0764856,12.485593,10.991606,0.9801149,-0.4713293,2.8409398,-1.1763254,5.5945783,3.3127587,-3.0719154,-1.5498284,3.3918762,-1.9773835,0.48687622,-5.1265955,3.2077074,2.1207454,2.9080179,0.19610618,-1.5048426,6.925641,1.2595177,7.1786766,-3.9886343,-3.8801038,-3.4179442,-7.6432886,-0.39214256,-4.662306,4.270698,-5.334068,-3.128541,-6.916758,2.0630004,2.812319,3.471357,5.2455883,0.7580786,-1.3219702,1.0090244,0.88659716,0.9685791,3.7067015,-1.7265023,-0.36821893,1.4446751,2.887555,-2.6580107
doyle_bt2,3.9021075,-6.6772685,3.003027,5.7433968,-2.3707473,1.1178908,-7.4574585,2.6176617,-9.688132,6.286053,2.3510792,-2.3145773,5.818759,9.993921,-6.6914864,0.30609536,2.7977307,4.8113704,0.8421166,5.0435176,-0.13147466,-3.9487607,4.1518173,0.62456673,-1.5619404,0.090521604,2.2548714,4.2517233,-3.4275756,-0.016183805,-1.7938046,0.7206622,-4.086991,4.574138,0.029744392,3.7410147,-3.9342577,2.664818,6.147947,-2.4456515,0.2953735,3.4319108,-1.4863596,1.2259153,3.2395191,-0.98504233,0.7109032,-1.093655,-2.586432,6.555744
doyle_bt2,-0.6037251,-6.769465,4.0420856,8.787609,9.297276,-2.6526327,0.2763426,0.91000056,-13.0707655,5.459842,2.6690643,2.659151,3.923402,0.08986162,-0.15880433,1.5433751,0.14610659,1.6385216,3.539532,2.5988953,0.17898923,-4.573011,1.447085,6.433432,7.6902547,-2.8662188,-3.611535,0.2797433,-1.5233269,2.8907738,-1.5492004,0.7950711,4.054262,4.1515245,0.0219713,-2.2326052,-5.2231455,0.77729976,2.5434895,-0.54647875,3.550901,1.9586853,-0.44088703,-0.5399046,2.940564,1.2296867,-1.8686528,-1.3007653,1.7023827,3.977214
doyle_bt2,2.0516763,-5.484082,0.3479597,4.9177246,-3.6958158,2.7865872,-5.006562,-2.573981,-11.033953,1.9292742,-0.91706187,4.5608172,3.4395416,-5.0767994,4.3980126,3.4840486,2.2718766,5.7172236,3.9464047,-1.3610786,1.7071875,-2.0199752,-4.671431,0.69266295,2.5742257,-3.929282,0.38260213,0.6102193,-4.1364837,1.7098418,1.5818651,2.9595902,-0.3734603,-0.108317554,-1.6072109,0.21997733,-0.5639662,-1.0493878,-2.0858457,5.473123,-1.3838453,-2.3781796,-0.13866419,3.5072718,2.2915263,3.262003,0.83638525,3.8236773,1.7278124,1.6161572
doyle_bt2,-7.9946537,-11.201748,6.299283,10.151096,12.282008,-6.1932597,-2.0870738,3.8759606,-5.026275,10.784304,-1.9427654,-0.35516632,-1.081305,2.2589724,5.360766,3.9745052,-7.0350347,5.279125,8.178287,1.1692613,-1.7903907,-1.6818937,-0.3603274,8.727796,11.427948,-2.2525814,-4.3325233,-1.5026437,-1.5318695,1.9332582,-0.8893814,-0.75222397,0.18991607,3.175138,1.0833414,-1.807172,-0.96047306,-2.0823686,5.637309,-2.1251297,1.2790157,-3.4279356,-1.4268589,-3.408671,1.9559034,-1.5780212,-1.7598673,1.0199559,1.5746064,-0.7756069
doyle_bt2,-8.978807,-8.454999,5.9237347,11.892411,-1.4026242,-1.2331313,-0.0037642636,1.2936852,0.0369525,3.4758427,0.9757491,-0.6909527,-1.1490796,1.1345431,2.8007734,2.9712877,-0.7161437,1.5901756,-2.9680297,-2.7903113,1.5599754,-1.7612072,1.9090602,2.7184877,-2.4649255,-0.1659124,-1.4111109,2.7656267,0.6176842,-2.03017,-1.5394727,-3.2729125,0.7598326,2.118733,-1.5069865,1.4607337,-0.75922453,3.2526994,0.17769071,0.6752756,-0.23522581,0.80608004,3.4009788,1.6585234,-0.7989008,0.09568582,-0.5333721,0.33625993,1.1445581,0.91839874
doyle_bt2,3.8260925,1.1989611,-0.10209055,11.403556,9.199692,4.469457,3.5859814,-4.650425,-11.29979,7.4096804,4.707077,2.0271661,1.4392552,-1.4534466,-1.0367494,1.5098685,2.3772936,-0.5687838,-0.05598038,-0.4211475,-1.9628628,-2.1340609,5.3621054,-0.38191393,3.191924,-3.271509,-6.304731,-0.15602534,-0.0411135,1.0080419,-4.2827797,-5.505794,-1.729153,3.972571,-0.93561083,3.8867846,1.4973062,4.444093,1.6058942,5.5412965,1.1371588,3.1258674,-1.138194,-5.5115013,2.1250832,3.6155953,-1.2564627,0.5523671,0.9826607,1.2252383
doyle_bt2,-14.049362,-14.407009,6.836714,9.676887,-2.8942263,-4.3699207,-3.6470973,8.499091,1.5118603,2.6681666,4.7345333,1.2410395,-0.24301639,2.414369,3.1732817,1.7860409,-2.1758237,3.3849466,-1.7235322,-3.7188663,0.8563004,-0.77307206,0.33645013,2.073877,-2.3226144,0.057257906,-2.6426613,4.270117,0.056312975,-3.8806055,-0.77840555,-2.2636168,0.18652064,3.2341046,-0.51890385,1.7309103,-2.1656685,3.359548,-2.0374749,1.8684472,1.1078974,0.8364796,3.4498951,2.877075,-0.51743656,-0.13850524,1.5306069,3.0418696,1.8979597,1.8304209
doyle_bt2,-8.787044,-9.950271,5.6647944,11.236932,-2.0687819,-1.5955215,-0.87091756,2.5106435,-0.4684685,2.4539523,0.28015792,0.6664157,-0.3861474,0.67284596,2.868986,2.6457486,-0.41857538,2.8519466,-2.8673582,-3.1513968,1.74298,-1.4920638,1.615176,3.3038864,-2.729622,-0.32179698,-0.9999139,2.6555955,0.7456663,-1.180897,-0.71727026,-2.3508291,1.0702962,1.7783966,-1.0950063,1.2907577,-0.55920255,2.9756646,0.3035755,0.67944205,-0.09899142,0.81885254,3.5779176,1.9219104,-0.79325694,0.5402997,0.14297852,0.5051799,1.0380573,1.2550873
doyle_bt2,-8.039445,-9.570963,6.2362013,9.512317,-6.8783975,-2.3251295,-1.4622854,3.8711112,-1.5725244,2.3468187,0.18350285,5.2537045,-3.3181798,-0.3368621,5.672991,0.47796062,-6.54093,4.4513063,0.3796821,-3.7286937,0.06731472,-0.47775707,-2.9825408,1.8740863,0.7671911,0.25320205,-1.92167,-0.30524787,0.68057317,-3.789038,1.4395034,-1.7386656,-0.3181063,3.228909,0.17155986,1.5120171,0.21261024,-0.51366174,1.6619676,0.32294747,0.69474816,1.6575649,2.531247,3.5577753,0.7514703,0.25352985,1.2003841,0.14414708,-1.150848,0.29843006
doyle_bt2,4.0447,-3.8666306,1.1290761,11.481692,0.69860977,4.9215803,-0.9111389,-4.4470425,-3.1513698,4.13398,2.721614,2.820439,3.9462097,7.7930326,5.193852,3.895466,6.8435783,-1.9905013,2.5676723,-1.2475176,1.0061831,-6.6826406,1.2470584,-0.54144055,-1.504515,-6.8163342,-6.347465,3.5555396,0.6743299,1.9533144,4.453967,-0.6853918,0.15509345,1.6968111,-6.175491,-1.7058344,-3.9412854,-0.8043484,-0.7623178,0.32921216,0.5634059,3.67623,-0.43315566,-0.31109697,3.147136,2.118925,-3.1456807,-1.2041374,-1.3375995,1.862608
doyle_bt2,-8.595272,-8.70052,2.6743975,6.466591,2.2274086,-2.0792985,-1.3352789,0.9715698,0.04984262,4.3342476,5.539419,1.1323897,2.8205373,3.1026678,3.6513393,1.8882725,1.0411631,2.987013,-1.4778537,-0.81151706,0.75030977,-1.0975181,0.80777425,2.4740636,0.9278343,-2.3627248,-1.1081818,1.8023378,-1.9208089,1.5966126,-1.8556651,3.2724235,-0.43499395,1.36864,1.9266716,-1.582457,0.82478625,-2.1400535,-3.213994,1.3320113,1.3433318,-0.2478567,0.65785676,0.5613064,0.697619,0.040091358,-0.2266734,-2.178211,-1.8292533,-0.12875848
doyle_bt2,-14.1686325,-12.702543,8.969252,6.7598424,-1.3179594,-8.006901,-0.90086174,5.564014,5.318308,-2.6777868,-1.2285069,-0.1035793,-6.857965,0.25418434,3.6214502,-1.1054964,-7.4292235,2.647211,1.097876,-2.4210665,0.3069565,1.3967599,-0.52239853,0.96354437,3.4510145,-1.0233638,2.3531253,-5.989122,-3.9112391,7.160949,0.6853632,5.3211546,-3.3608234,-5.250163,-3.2230408,0.99650204,-3.8988519,-0.918719,2.5224397,1.5144504,-2.3778663,-2.8133445,1.477559,3.6367383,0.12545998,-2.4164596,-1.8735,1.2665638,-0.26605704,0.960586
doyle_bt2,4.737053,-3.3766534,-0.017270157,4.614574,-1.6621197,6.1461062,-4.5318522,-4.4873843,-7.7151027,2.0011346,4.4139776,4.2455387,7.2538443,8.0133915,1.8002173,5.3368444,1.3550407,-0.08084056,2.05401,1.0678422,-0.9055469,-5.4814677,-1.3591284,-0.5320192,6.9684873,-7.0211296,-2.6231682,0.9702445,-3.0417705,0.6974206,1.9129348,5.8523154,3.061411,1.3599538,-5.008662,-0.6485589,-2.786992,2.9832447,-0.08264023,1.2461821,2.7688859,3.7355642,-0.88352823,3.8322709,1.0769397,2.6130092,0.57615983,0.17924486,-0.5758039,5.2261615
doyle_bt2,-2.686883,-3.6032817,-2.1775458,7.8780413,14.11306,5.7298446,2.9755316,-5.8419523,1.3400209,6.9837523,0.8857874,-2.3160872,2.889436,-2.8519318,7.597862,2.054052,-0.2148521,2.357213,5.2151732,0.15481879,-4.7601595,0.42349124,-1.0417637,4.4959874,-0.062790796,-5.876402,-5.1890993,-4.9274282,-0.63467145,-0.3365678,-0.7508422,-2.7357316,-4.523305,0.32429093,-5.250517,-2.3348498,0.23596048,1.8251928,2.5462906,-1.2782433,-0.0585207,-0.2183247,-1.8145043,1.0058838,1.4133345,0.06026073,1.8655634,-1.6210029,1.7853415,-3.6154275
doyle_bt2,4.574545,-2.6590042,2.2189825,12.898724,-0.030096585,5.233409,0.53306055,-2.2409723,-2.532575,2.7262652,4.1204777,1.683915,6.112212,10.652024,5.6732807,1.31762,8.329357,-0.35138905,3.0884871,-0.9118572,0.94934505,-6.765947,1.7558779,-1.8353229,-2.8057961,-6.8874846,-5.299837,4.3761277,0.99585617,0.38959435,5.2815075,0.66255164,0.10273281,-0.8693566,-8.43818,-1.627967,-1.5917614,0.38973072,0.021835668,0.36622044,1.7170125,5.6153784,-0.32462305,0.061652973,2.8828304,1.8573769,-3.4673111,-2.7289634,0.6440624,2.7406712
doyle_bt2,-7.8363605,-8.324462,5.2203927,17.352097,13.033517,-4.6503053,0.98346287,0.25966138,-4.399421,7.820774,8.396104,-0.731736,-7.7621107,-0.4717201,2.8836064,5.5260506,1.3940731,-1.30422,0.9698614,1.237019,3.9724238,-7.3548536,4.518781,-0.2862929,5.8105693,-5.2287602,-5.952903,-0.41627145,-1.5565419,4.1958227,-1.6376694,0.38265595,-5.3636017,0.020776523,-6.039899,0.6082276,-3.2389264,-3.7129889,-3.5534306,-4.6707745,-2.4426196,-1.2779399,-3.937887,-0.84597594,1.2587243,1.0510517,-2.04333,1.48951,1.0313045,-0.22324735
doyle_bt2,-9.903757,-7.0346394,-0.9049685,6.794315,10.870418,-6.0969963,-1.3453975,-0.90064883,-6.037768,11.623216,6.0295877,-0.34564802,-3.8985417,3.031378,2.80952,4.3778567,-6.4551306,-0.14547439,6.5518246,2.2442176,0.30610535,-6.736597,3.7677577,7.9381466,10.163704,-2.3372703,-5.8168797,-0.6940692,1.8737124,2.2355947,-2.80169,-3.5991046,-0.26726475,3.0877442,4.1252027,0.8207499,-3.9519334,-1.1734284,6.5971828,2.4236782,2.7768524,-0.3320871,-1.1436796,-3.5886917,0.085598074,-2.7580016,-4.372792,-1.1848004,1.8708297,-0.649769
doyle_bt2,13.537626,2.390645,0.9568754,3.6440735,8.433661,-1.9665492,-6.468562,2.6079812,-1.4587734,0.5621049,0.943271,5.5752788,1.9741789,9.39243,-0.029371155,0.024957543,-1.3732055,-0.33349016,-11.825505,2.8609576,2.705925,-6.02963,-4.420047,-4.075943,-0.29617164,-8.707524,-2.458844,0.5652118,-3.6139529,3.6468055,-4.041301,2.3654697,-4.203124,-3.758485,-2.0797834,7.996245,-2.5681765,4.2602296,2.034777,4.507364,-3.8059754,1.4203815,1.8750516,1.8561239,-1.4336685,4.4052334,0.5431149,-2.8126633,4.9242926,4.237211
doyle_bt2,-2.091498,-4.7888937,-0.8266277,3.0940127,-0.5760086,4.14493,-5.40234,-2.8729272,-5.30803,1.8469788,8.923764,-0.8342712,12.179869,7.5517426,3.2480686,2.9062793,4.369437,4.4159665,2.28148,0.54402745,-3.5036998,-4.022073,2.420303,0.4762004,-1.641168,-3.1579878,-1.522198,-0.37981495,1.4846776,-1.9513007,0.8711657,1.614191,-1.1357743,5.509135,-0.3756359,2.404144,-1.9557647,4.9293647,1.3460102,-1.3602414,4.0038614,0.9940225,-2.877004,3.5995228,3.8111312,2.7880998,0.42528805,-0.56457424,-4.0011225,4.873736
doyle_bt2,1.6572728,2.7201545,5.2553754,13.925988,-2.0303898,7.0193267,0.25397292,3.5406551,-2.6460207,-3.282347,3.7217503,5.922181,0.4724811,3.092389,3.6380641,4.7762065,2.951816,0.22419088,-2.685714,0.78319407,-1.8987217,-2.9573083,-2.5135713,1.5176867,4.89072,-4.1045117,-0.28885865,-2.732407,1.4864542,-3.3402042,-4.8666744,-4.1355863,5.398849,2.2979665,0.1491952,-2.6980371,-4.98606,4.347737,5.4292803,-4.30489,-0.441003,5.9058867,-1.7113076,-2.7264411,2.8007503,0.26061723,0.3190879,0.05822187,0.5082129,3.0025775
doyle_bt2,-2.1458151,4.3650966,1.4812336,10.985792,-1.7564973,3.4476852,1.8113517,-2.6382847,-0.27091134,4.7358823,3.1772976,-0.5929808,-0.7930249,5.8670187,3.1436243,4.501355,-0.33876812,4.1101127,-8.085602,3.2025955,3.2508993,-0.7342268,3.6909575,-1.1135229,2.8494575,-0.5072951,4.2786074,0.404008,-6.2894535,0.97039616,-0.9862711,5.2087927,-1.4830679,-3.4476843,-3.6071544,4.613499,-1.2183418,2.732743,3.0852997,3.2263508,2.539809,-0.62714726,-1.3818057,0.707439,1.4317229,-1.0452033,-6.8423133,1.8004168,2.228932,-4.6155624
doyle_bt2,2.1868303,-1.0118062,3.4173167,11.615976,3.5632362,-1.6333278,-3.0300777,0.65638155,-1.9674336,2.0693643,2.6045806,1.3927854,5.6273403,1.7045887,3.1342387,1.2261336,2.9878404,4.4160194,-4.24317,0.6218751,1.6967124,0.38224748,2.9939718,3.6342313,0.2845651,-4.100497,2.683374,-0.9241091,2.1621742,7.409553,0.6558972,4.5224924,-0.5127726,-2.281531,-1.2606729,0.82976437,0.8007345,0.07429338,2.6094532,1.5416676,1.9235419,-5.419663,1.1620092,2.3200407,-1.2317759,2.2685087,-2.2562165,0.43190342,-2.7013724,0.78886956
doyle_bt2,12.309037,-3.0135753,0.30244398,6.6959853,1.4471694,1.8944471,-5.594526,-0.45136106,-5.396476,1.61781,-2.9300056,3.357638,4.373726,-0.8195522,6.583499,3.9145777,3.1948977,-2.1457815,-4.3234344,-0.95862556,4.2164803,-12.2252035,-4.7682805,-1.0707803,0.922347,-8.304339,-6.77732,-2.5869417,-0.8783279,2.6048713,-0.32299393,-2.2744312,-5.361372,-2.5168881,-0.6740061,6.2527366,-0.73830956,8.744282,4.7507715,1.8066914,-4.421416,-0.45037517,-2.7472491,2.2589748,1.2387362,1.1468815,-0.41335815,-3.4193032,2.629639,0.7982343
doyle_bt2,-9.491179,-9.308963,7.11466,9.502522,9.59031,-5.8138976,-2.7874112,2.4085503,-1.259832,6.1092877,12.797242,1.4290018,-1.0252093,4.694229,0.11713453,5.9301133,-3.7448137,-1.3761767,0.4644358,1.3513558,-0.096664585,-3.9867964,6.4575734,1.5463921,9.169844,-0.8849074,-3.1768527,2.1302118,-1.398984,-0.14354031,-2.8079536,-0.60306245,-2.6974297,1.923129,-0.16378358,-0.19621687,-1.0763747,-0.47840366,3.7442276,-3.8757243,0.8212989,1.3779157,-0.18123601,-1.57077,0.88576275,-0.9563668,1.3334609,-1.2906482,2.580964,0.5779333
doyle_bt2,-2.413863,-6.958062,3.5533075,9.811543,6.5390263,-0.15075792,-1.6812444,-1.1465472,-7.065455,4.4140854,7.7054086,-7.3777175,1.3050476,0.9220649,-1.0978045,4.417927,3.297583,-1.9590522,1.6187407,-2.5907826,1.8661944,-3.7026365,9.226393,2.4388318,6.709962,-0.7070666,-4.779075,-1.0221553,-1.1621385,1.1710544,-3.5192177,-3.5923095,-2.3166723,-3.3678408,-3.950256,-2.764534,3.44303,-0.16649015,3.0105941,-2.0860398,-1.286478,-1.422548,2.6061163,-0.2931087,1.1786317,-1.585802,-0.34568822,0.6601583,1.8368576,-2.75102
doyle_bt2,-4.972628,-4.6272025,5.561156,11.556271,12.279648,-3.4587753,-3.8461826,2.459362,-10.03307,15.339272,-3.8699987,0.59460133,-7.5113053,2.6724658,-0.7484099,4.687266,-4.4005556,1.798114,1.5689675,5.6061797,-0.8049993,-3.3319564,-0.10858886,6.329558,7.176494,-3.42566,-5.933394,-4.825323,0.4232725,-3.9417913,-1.9868284,-3.8766391,-0.35710403,5.1608944,3.467186,-1.3591762,-1.3254718,2.9355998,1.9629886,-2.5956023,1.4109002,0.1898882,-3.9796488,-0.93261707,2.3397393,-3.978033,1.0492936,-1.2046208,0.642242,0.8994938
doyle_bt2,-14.087316,-5.947957,4.195544,14.931113,0.5440817,-0.8492653,-3.5397823,3.4666479,5.226762,8.372074,4.4008107,7.3190207,-5.419483,2.277967,9.096184,4.5581613,-8.068429,1.9986601,-0.8782708,-3.1137676,-1.2284641,-2.0352995,2.5298715,4.2236004,1.9107946,-1.5679638,-3.5091753,1.2958372,2.362554,-1.1896768,-2.6607726,-1.9171791,-0.65664613,3.435334,0.15619983,1.6961235,-5.0770636,3.719391,2.1249578,-0.013483056,2.448462,2.258218,5.4532194,2.1686804,1.7137065,-0.21260907,0.6285861,2.2945735,0.61317563,2.5991592
doyle_bt2,-15.707775,-7.6851687,5.972946,12.115431,3.9665754,-0.5999151,-1.1214392,2.4005644,5.3783574,4.2076225,4.709864,-1.1552844,-6.260598,3.515765,3.7831993,3.3560593,-5.6540704,-0.6776981,0.882993,-0.77205426,-2.0217972,0.57251126,0.1457459,1.022393,2.8303633,1.9461195,-1.9895128,-0.6394973,2.4156873,-0.6903584,0.8045202,-1.0764416,-1.3476955,1.81784,1.9252952,1.633791,0.4612312,-1.0578934,3.3313692,-3.7383144,0.52878493,-0.7586553,2.5764315,-0.11581893,0.4877635,-4.381007,2.3196166,2.125116,-0.46560824,-0.7517905
doyle_bt2,-9.206856,-4.7078857,4.5002656,11.590219,8.05067,-0.17018129,5.9527793,0.63702196,-3.2858667,-2.0055225,13.91184,4.2564907,-1.2567676,-6.116914,4.1132603,7.3605394,-3.2179601,-5.5185723,1.1629404,-3.4430277,-1.1428055,-0.8179457,-1.3251662,4.4746284,9.619257,-2.5536802,-7.2510066,-3.5525813,1.3908195,0.20488851,1.943517,-4.5136175,-1.2702395,2.191491,1.9793749,-2.0902505,1.2224661,-0.043311585,5.1722803,-0.7387653,-1.014321,-2.3212125,0.44824496,-2.4951675,2.4665856,-2.5915732,-1.2969718,-3.6897757,2.4311342,1.6518478
doyle_bt2,-13.623885,-12.416019,5.927785,3.7960856,2.3370404,-6.0564938,-0.5229772,4.713697,3.1323307,-1.080645,1.7147301,-0.07902426,-0.48890147,1.1831288,-0.55208844,0.29921642,-0.7666171,-0.38057527,0.6908035,-0.20267981,-0.55421066,-2.0843906,-0.42592305,0.8815078,1.773532,-1.749211,-0.96663785,-1.329799,0.018435014,-0.68883586,1.3522365,-2.0680008,0.31084058,-0.041506615,-2.1003878,0.5631412,-3.3986397,2.817615,1.206277,0.7348968,-1.3033404,0.45852414,-1.275266,0.56611156,-1.2858547,-0.3771753,-0.84333867,-1.7000479,1.1376592,2.0514696
doyle_bt2,-7.5388045,-9.810459,4.448616,6.059977,7.716253,-5.24396,2.8929348,1.4673585,-4.706179,2.2976463,5.040661,-0.9708849,-0.4366548,0.025731241,-0.5676243,4.1112623,-1.0958602,-0.81119406,4.4732695,-0.55025786,2.1510534,-4.517829,2.0216672,5.853814,7.750034,-3.314276,-3.0554392,-2.3903456,-4.630573,4.956609,0.29673895,0.28166795,-0.12262313,-1.6793404,-3.5444977,0.23212196,-5.7572236,-4.5717916,5.890331,2.261543,-3.675084,-3.89372,-1.0270251,0.27105677,-0.9040023,-5.0504923,-2.2618253,-2.0739784,0.000967886,-0.7937609
doyle_bt2,-11.060989,-11.893148,6.2856483,4.467908,0.47314632,-4.6918836,-1.7834983,3.2485418,1.3270243,-0.78850317,1.7409496,0.31495166,-0.7041644,0.9329409,-0.28945398,0.92700857,-0.3525526,0.8356819,0.4327684,0.16942376,-0.7616594,-1.5668977,-0.5861247,0.3232451,2.1533868,-1.5321162,-0.52475876,-0.59611315,-0.3596424,-0.9561662,0.17606033,-1.9803727,0.65344554,0.20662056,-1.8854569,1.1781718,-1.9339579,2.5548723,0.5805526,-0.11210688,-0.4973977,0.4542454,-1.4830592,0.6649767,-0.47454062,-0.52207804,-0.17047417,-0.728649,-0.39922073,2.5481045
doyle_bt2,-2.4128902,-6.113448,4.4957423,4.4341187,-1.3932065,-2.1049075,-4.9057674,0.5947779,-7.7212358,-1.2580365,0.43520534,1.4835058,5.3619475,-1.6136615,-1.9605935,-0.5919925,-0.050990257,1.2629436,-2.1205497,-2.2819006,-1.4965048,0.5910677,3.8620913,2.820312,4.107605,-2.2890015,-1.4302719,-5.552531,-1.3540087,3.0048738,-2.091668,0.24924159,-0.90866184,-0.95368266,-0.4440007,-1.4880368,2.282065,5.0912333,5.318843,1.294693,0.48300025,1.1403131,2.1455677,3.8087869,4.325526,-2.3850672,4.8986664,-0.17988928,0.21964276,-1.5512917
doyle_bt2,-11.155577,-12.78726,6.411115,4.6206703,-0.09730851,-5.604889,-1.990289,2.0602279,2.2827172,-2.2306237,0.6002653,-0.09341698,0.51825345,-0.44283348,3.384139,-0.59843415,-1.655383,2.3852596,2.0113206,0.17883499,-0.49269983,0.8585792,1.1387733,0.8522208,2.4624918,-0.81582105,1.4927461,-3.1200898,-2.8588502,4.2240953,-1.0647944,3.9116766,1.039205,-2.9182374,-1.959804,-2.8950875,-3.6576657,-1.2250637,2.3461044,0.40752816,0.26817206,-1.52314,-1.1941401,-0.5544638,0.8230265,-1.7593334,-1.5208275,-0.43257037,-0.7242863,-0.17710198
doyle_bt2,-5.8837976,-4.0858464,3.2929182,9.468021,2.9848874,-2.3089597,-1.0546473,-2.381894,-3.2622144,6.142022,5.6101103,1.5926627,3.5995023,1.5793256,4.753817,4.578925,-2.3159082,2.4181018,-3.1733274,1.3964401,0.0030065358,-0.61859304,3.0044713,3.427854,1.7358849,-3.0804698,0.2620936,1.8673352,-1.170671,1.7802045,-2.978856,3.2357795,-2.0638797,1.2170874,0.7552959,-2.6565595,2.6654773,-1.8513939,-0.43971115,1.1449221,1.0552964,-0.03258287,-1.1214026,-1.9973562,-0.10090205,2.9431212,0.6296503,-1.5034008,1.2701595,1.3575009
doyle_bt2,-9.477191,-6.6672287,4.202698,10.833398,9.0100355,-3.7262762,0.17591015,-0.87928677,-3.0228446,0.1714583,2.723789,1.4289376,-5.7342176,-0.48677635,5.251415,5.4755707,-5.527229,1.3581731,4.92,1.9883075,-3.3705413,-0.73027855,-0.86957896,4.496078,8.05813,-1.7011728,-2.7429543,-2.4781926,4.522195,2.4235952,1.7963613,-0.8336074,-0.5159516,2.881533,4.011986,-0.05329187,2.007386,-2.4700592,4.1857924,-4.3420143,1.221325,0.8353899,0.39761883,-3.9782903,1.7752849,1.9488738,0.28536648,-1.1300459,2.7150784,-1.0337195
doyle_bt2,-12.917965,-7.7693295,7.7475724,12.512621,4.865707,-2.0868158,2.0456915,2.8756037,0.7680569,-2.9402914,16.202122,1.6464332,1.0877349,-1.6993945,4.535199,6.0059295,-0.89903486,-1.5952898,-0.37018317,-3.6442735,-1.396833,1.097069,2.234933,3.1428351,3.2569246,0.15830392,-5.553774,-1.1310277,2.4651327,-2.6097095,-0.82543784,-5.14574,1.0135196,4.805046,2.6498475,-1.3441806,-0.55598027,1.4239156,4.532919,-1.7068925,1.9103953,-1.4459605,3.4399498,1.3100772,1.644714,-0.7609052,-0.036465436,1.5289435,-0.12606186,0.43971968
doyle_bt2,-3.7899108,-11.712548,4.3226633,11.597626,4.069167,-0.7289117,-5.4326787,2.7792745,0.585593,8.978853,1.1843022,3.3544376,-2.134994,7.0097847,1.5730444,1.3228196,-2.6197176,6.4944534,1.2761203,0.6813687,1.6175512,0.39094833,0.58915234,4.4630084,2.8469596,0.86805415,-2.6422954,-2.563867,-4.6633086,-6.074696,2.1053839,-2.0372329,-0.28214014,1.2660059,2.0397227,1.9027568,4.102673,1.6154628,3.8148441,0.044291124,-2.5988228,3.3435843,3.792286,0.5069849,-0.9443967,3.2636313,-3.2049317,-0.5650013,0.3874206,0.16958314
doyle_bt2,-8.36433,-3.389338,4.206828,9.673477,-1.3193798,0.3931074,-2.1195333,2.2653852,-3.2502158,4.335842,6.2030506,0.7593942,6.610542,7.6080127,0.7749461,0.26211375,6.2166114,1.5206062,-6.6289263,-1.9958277,0.2675384,1.0248169,2.221612,-0.68726367,-3.4494963,0.06797935,0.5354021,-4.658027,-2.3805933,1.4253309,5.891785,4.1573844,-3.3498955,-2.515701,1.6516383,-0.5913175,3.455362,-1.8183936,1.5343653,4.1272855,3.3726773,-1.035371,0.4424183,1.1773818,1.9028049,0.52495813,0.12548846,-1.2779088,-1.4804791,-3.3850114
