,Dim1,Dim2
H10,-14.709585,-5.786094
H11,-14.966657,-5.824183
H12,-15.065753,-5.72043
H13,-17.172852,-6.4151783
H14,-17.358517,-6.308391
H15,-15.760201,-5.58398
H16,-16.969181,-7.045991
H17,-17.434708,-6.255571
H18,-17.26786,-6.0349917
H19,-15.297047,-5.367318
H1,-15.504337,-6.30819
H20,-15.665496,-6.418391
H21,-16.856668,-6.809804
H22,-15.897407,-7.7217813
H23,-15.620741,-5.2661433
H24,-16.61328,-6.0238433
H25,-15.873839,-8.332446
H26,-16.157507,-7.5339303
H27,-14.847688,-7.6013455
H2,-16.129564,-7.958646
H3,-16.862122,-6.145585
H4,-16.768478,-6.607341
H5,-15.810946,-6.6487365
H6,-16.12686,-5.586845
H7,-14.3561325,-6.8943815
H8,-14.708385,-7.035713
H9,-15.018309,-5.8070908
IT11,-17.101315,-8.816757
IT13,-19.580503,-6.9997635
IT14,-18.383677,-8.44058
IT1,-19.135002,-6.4339414
IT2,-30.39479,-5.6708713
IT3,-28.278763,7.9293447
IT4,-20.14097,0.8292665
IT5,-23.316296,-1.5861611
IT6,-28.07488,6.4522023
IT7,-18.67106,-8.232041
IT8,-17.236036,-8.969619
MH0002,-22.186634,48.926342
MH0003,-20.009619,37.207455
MH0006,-27.65401,38.45458
MH0009,-30.548334,42.205437
MH0011,-25.739643,46.754517
MH0012,-21.002459,24.452911
MH0014,-23.181194,45.803326
MH0016,-24.203615,44.78766
MH0020,-19.863504,43.811253
MH0021,-22.327232,41.07621
MH0024,-21.986765,40.469105
MH0025,-24.38973,45.56985
MH0026,-23.937817,43.544376
MH0028,-22.851568,45.627872
MH0030,-29.640404,40.96749
MH0031,-29.146805,41.372066
MH0032,-25.772055,40.289597
MH0033,-21.682302,41.263004
MH0034,-26.653482,42.10082
MH0035,-23.445107,37.443924
MH0036,-23.287281,41.068962
MH0037,-20.585968,41.943237
MH0038,-23.588036,41.036625
MH0039,-24.77294,41.92322
MH0040,-20.980045,42.403496
MH0041,-21.034826,44.081085
MH0042,-15.108542,42.19469
MH0043,-15.152718,42.211487
MH0044,-22.052341,41.069107
MH0045,-19.918121,43.257793
MH0046,-24.922405,41.86864
MH0047,-22.747713,43.187584
MH0048,-24.284164,45.330147
MH0049,-23.728512,42.343716
MH0050,-25.20304,46.245552
MH0051,-23.562733,41.369225
MH0052,-23.751434,42.41106
MH0053,-29.473099,41.015354
MH0054,-21.3085,42.358692
MH0055,-23.97852,39.506947
MH0056,-22.779955,38.7634
MH0057,-20.90343,43.124744
MH0058,-21.812956,38.85577
MH0059,-24.84909,45.48216
MH0060,-25.906397,46.402573
MH0061,-20.242306,42.64139
MH0062,-16.63729,48.90553
MH0063,-28.613728,41.593258
MH0064,-22.792805,39.767002
MH0065,-29.49932,38.340405
MH0066,-23.303835,46.457478
MH0067,-21.982155,40.105804
MH0068,-17.546352,46.503742
MH0069,-23.461683,44.807682
MH0070,-23.928692,37.848537
MH0071,-24.357698,46.231136
MH0072,-19.973719,41.825222
MH0073,-24.237137,32.78225
MH0074,-17.640486,46.50131
MH0075,-23.483372,45.961517
MH0076,-22.958435,42.77642
MH0077,-25.608126,44.783783
MH0078,-28.88079,40.65475
MH0079,-23.509312,42.58659
MH0080,-25.060997,45.100388
MH0081,-22.676664,39.76637
MH0082,-24.902094,45.191875
MH0083,-21.618586,43.32361
MH0084,-25.989357,41.59989
MH0085,-22.867699,44.36674
MH0086,-30.051008,20.585382
MH0087,-18.800592,45.112717
MH0088,-28.649246,49.689507
MH0089,-22.209404,48.629833
MH0090,-20.241785,40.540245
MH0091,-26.453873,42.56223
MH0092,-21.467655,48.060265
MH0093,-23.006577,42.791725
MH0094,-24.580769,42.720467
MH0095,-23.67923,44.77277
MH0096,-29.65076,41.67623
MH0097,-21.884201,45.060753
MH0098,-25.845652,43.925804
MH0099,-21.72268,46.240444
MH0100,-28.724964,43.3772
MH0101,-28.523476,49.43435
MH0102,-27.465998,47.861343
MH0103,-25.234661,41.362827
MH0104,-19.863415,47.763844
MH0105,-25.764498,41.56934
MH0106,-25.850056,41.73213
MH0107,-25.349255,48.132553
MH0108,-26.34687,41.144054
MH0109,-20.14317,45.555515
MH0110,-19.107927,47.517517
MH0111,-18.191626,40.093998
MH0113,-21.731949,45.556118
MH0114,-20.195068,46.52827
MH0115,-24.267311,37.77414
MH0116,-25.294832,38.04028
MH0117,-28.892529,43.238873
MH0118,-28.642496,44.149883
MH0119,-24.954191,44.03642
MH0120,-26.19748,43.2176
MH0121,-18.66614,48.854046
MH0122,-19.562658,40.464493
MH0123,-23.98641,48.11118
MH0124,-25.283472,46.423885
MH0125,-28.396814,45.81481
MH0126,-29.516672,42.64268
MH0127,-19.210905,44.934135
MH0128,-19.90735,45.032677
MH0129,-28.017595,45.57299
MH0130,-27.537424,41.54082
MH0131,-23.511103,50.493443
MH0132,-29.932245,42.438774
MH0133,-19.567934,45.012638
MH0134,-21.06914,45.08414
MH0135,-17.814043,41.462177
MH0136,-20.202688,47.455334
MH0137,-27.632019,42.922012
MH0138,-28.032887,40.642937
MH0139,-21.824274,43.78474
MH0140,-24.456867,46.756832
MH0141,-26.760305,44.511734
MH0142,-22.629858,48.07551
