,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
G36615,1.439753,-24.114332,13.398623,-13.480504,3.7854612,-5.5985246,-4.1397724,8.771,0.79232717,5.587451,-3.8901763,3.0960834,-0.9796431,1.6296346,5.1468205,-1.7097721,2.126005,-0.20892662,5.416619,-4.070889,-1.0606405,-3.4557471,1.7298235,-1.7293222,-1.6040812,-2.6320717,0.9248213,2.52054,5.642617,-3.366954,5.522887,-2.1215298,-6.4691443,-1.1056355,-3.5448077,1.3028194,-1.046702,-2.1669703,4.2972455,0.11949822,-2.3039508,-0.42138502,3.2602918,2.7317789,5.3741026,-0.505513,0.6283662,0.7703934,1.6445396,-0.81873673,2.1986468,-2.6507366,1.9808182,0.5156206,-0.9232608,3.5371377,1.1706492,-0.53076017,-2.693838,0.30855402,1.0424117,1.9283309,-0.25999185,1.0883384,0.8370829,1.8616205,-1.8714995,-2.598078,-2.4697795,2.2784731,-0.69476706,2.098985,0.09522716,-0.7682544,-0.5959405,0.02262991,-0.1313635,-0.51001096,-1.1725197,-0.88583237,1.1061008,-1.9511276,2.0380247,0.8909128,3.6836753,-0.779907,-0.026968595,0.4658649,2.2424989,0.86953646,-1.1262753,1.5259218,-3.6504815,-1.4617305,2.906869,-1.5578661,-0.30050358,-0.20367122
G36616,9.246004,-30.724247,6.494418,-14.086136,5.2041106,0.4874104,0.6869325,6.5371237,6.3602004,5.926006,-1.246754,-3.6242394,-3.4772148,-5.103087,1.373226,3.7038574,3.003997,0.6961042,-1.3846501,-4.193932,-1.412233,2.565032,1.5090933,1.0792336,-0.6038248,-0.08792686,-0.3414794,-0.38762173,-0.11686959,-0.18179177,2.182664,-2.8311214,-2.8863356,-1.6179428,-2.2332585,-0.8050838,-1.2750305,-3.0146358,1.3062649,0.5292223,-1.4632571,-0.17822683,1.4379811,1.3492224,2.0754006,-1.6912348,0.56141204,0.49982512,-0.5024837,1.5502201,1.2291287,0.08886391,-1.4104176,0.9965125,-0.79111296,0.84136087,1.3257103,-0.71786165,-0.6226558,1.127261,1.3286154,-1.5400242,-0.7814976,1.3944391,-0.96503663,2.2438314,-0.10700897,-1.1341039,1.7359154,0.5030533,-0.87762314,-0.9513866,-0.84918153,1.1310406,1.4850788,0.87022156,1.213881,0.029541932,0.7773177,0.75404716,-0.5203374,-2.4862382,0.013397825,-0.9233613,0.6904881,0.8402438,-0.72685456,0.3353536,-0.6312814,0.35178468,0.19303858,1.9541416,0.2779623,0.1339222,-0.23820594,0.7407328,0.17884727,-0.5208548
G36617,12.7355175,-27.00951,1.8298169,-6.1238055,0.5504933,3.3791325,3.8569503,3.1485164,3.4822843,-8.916343,-2.067567,-5.3071795,1.972493,0.105273135,0.073300555,0.62087315,3.6653345,-4.7623954,-4.848153,1.1461877,-1.5862579,6.653829,-0.6018915,3.3744175,-2.1980789,-2.123092,1.3952113,-0.6414323,-0.31531927,0.22317354,-1.2190415,-0.9839643,-2.7417464,-3.3612778,-0.1747633,0.5017187,-1.6568185,-0.5589502,-3.222178,2.6333618,1.4479191,-0.23723246,0.8084303,0.55523556,2.2456124,-0.9629441,0.97385645,2.0053842,-2.4988902,-1.9433907,2.7080271,-1.9609433,-1.3294952,0.75745046,0.44020364,5.7841377,-3.7396038,0.25062793,-1.4188323,-0.12926511,-1.9589257,0.9412173,4.7323985,-0.9440465,-1.6056463,-0.77920157,4.891007,-1.0935055,-1.8313917,1.4425766,1.0234171,2.2364388,-0.83329636,-1.6045771,0.3104084,-0.74855477,-0.17472342,-0.7370162,-1.7394232,-1.2910056,-1.7748026,1.0831366,-1.2202176,1.4702399,-1.6565783,0.72867805,-0.588431,0.028258303,-2.604448,-0.15884866,2.2166276,-1.7834047,-0.9857408,0.23694183,0.76005995,-0.1333153,-1.1269629,-1.6146748
G36618,6.324649,-26.453886,6.7259846,-10.952307,1.751098,-0.23985471,0.32395473,2.6082704,0.7819338,2.9224918,-3.6054184,-0.1326253,2.0754116,-0.5444762,3.8074882,-1.6164682,4.7847347,-1.4144349,0.098343305,-1.3716952,2.4221318,-2.5602655,2.1527004,2.756809,-0.14631273,1.3061805,-2.449506,-0.8714664,0.9721217,-2.5925052,2.8077312,-5.2574615,0.7670613,4.3560615,4.633381,2.1249135,-1.1004777,0.11964461,-1.205288,-3.9070356,0.27682358,-0.4263869,-1.4481323,-0.049449805,-0.04922732,1.750814,-2.4014864,2.39832,3.2755392,1.323898,-1.4555632,0.34626162,1.8822372,0.8789547,-0.07725452,2.2651753,-3.6572466,0.25736338,-1.5242454,-1.2077389,-1.7673166,-1.0737827,0.8776233,0.44226962,-0.7882909,-1.1853573,-2.7420769,0.55636126,0.31110698,-2.4262552,1.0899005,-0.68336517,-0.7129777,2.244106,-1.0232563,0.8931892,-0.46972197,0.2185431,-0.93498904,0.374834,0.6742373,-0.7463818,-1.6108752,-1.1159844,1.587516,1.0250268,-0.6308314,-0.540995,-0.053820755,-0.60648316,0.11571767,0.024078164,-0.034085967,-0.40276396,0.8999493,0.80691326,0.5671897,-1.1770558
G36619,9.227537,-29.948795,2.383469,-3.3410323,2.4973493,10.047954,1.6541487,3.0198448,3.8835995,3.062778,-3.673025,-3.4562883,-0.06931283,-6.517019,2.5982018,1.4655485,1.9118859,-3.095689,-0.5199866,-1.4707676,-3.3271914,6.524884,2.6796339,3.17771,1.1348506,3.738026,-1.6027758,-2.7736921,-3.7214417,3.2809308,-0.8752319,-3.736923,1.0571986,4.5840573,0.9580824,-2.0568376,0.12437138,-1.9907664,-1.3023342,1.0923536,-0.1216536,2.3277924,-1.5177996,-0.083212025,-3.4668365,0.23742688,0.6649305,-0.8901266,0.5877548,1.0733821,-1.5492108,1.4007366,-1.1066434,-0.7911439,1.4622844,-2.8045788,3.5038242,0.6240656,1.4069225,1.8891021,0.4362831,-1.2182795,1.2403125,-1.6589701,-1.602313,0.76854235,0.34947821,0.5710645,-0.64184356,0.6617225,-1.2870842,-2.2774556,1.0156417,0.18422307,0.8026354,-0.91543746,-0.93278086,1.3811953,0.31395286,-0.24350905,-0.33748722,1.068102,3.5922549,-0.63768494,-1.5551132,0.69777095,1.7436247,-0.5310135,-2.1870737,0.9843854,1.2509519,-0.6741259,0.10710379,-0.14128949,-0.39572296,0.07110936,-0.24879338,-1.1790464
G36620,11.407268,-31.572573,5.9245706,-4.8115883,1.4121135,5.825691,2.5210292,7.4515977,9.254622,-1.8717442,-5.210815,-2.2990494,-0.87734324,-1.0983748,-0.26394412,0.017787073,-4.773897,-2.7892687,-1.0978627,-2.076732,-5.059584,3.9832602,2.1935544,0.2363043,-6.0321965,-1.6392574,-0.06516531,-1.1104656,0.97413254,-2.3660395,3.8240643,-1.164977,-3.3425965,4.5977554,3.8823202,3.701603,-0.6302921,0.81401116,0.33420074,-1.4257436,2.1324604,1.2672688,1.1873447,0.7257686,1.0449407,0.40784863,-3.0799904,2.1143057,-2.8721387,0.22669244,-0.39447004,-3.3177817,-0.9770178,0.7800239,0.14342053,3.8653643,-2.2269924,2.676232,-0.774238,0.11655112,-1.4709972,-1.9353132,1.8432605,-0.7592161,-2.6040726,-0.023201708,0.27524126,-2.7505789,1.0444506,-0.20883845,-1.5349342,0.71311337,-2.2868545,0.09271325,-0.95003027,1.1387858,0.6306875,-0.39441663,-1.0888901,-0.21807048,-2.0694726,-1.2908927,-0.22177358,0.043933608,-0.62499183,0.87342256,-0.19893517,0.6470169,-1.6137203,-0.76243156,1.0519488,0.35120445,-0.78043336,0.32835096,0.03070708,-0.61540085,-1.1020466,-1.1976618
G36621,8.42305,-29.965288,8.426789,-11.631744,3.4305558,1.7217628,-0.305113,5.930155,4.432555,1.5122358,-2.7424877,0.90899205,-3.1402137,-0.13370296,0.5869548,0.65955573,-1.0022265,0.072670735,1.3220857,-1.8223606,-2.9262369,-0.10342469,2.201466,-0.6452651,-2.9028733,-0.34910342,-0.70684,0.21780989,1.2335416,-1.6140739,4.1850157,-2.3733149,-3.6673362,-0.30986494,0.7711076,1.3936135,-1.388347,-2.1364014,1.290662,0.2925823,-1.4066663,-0.6109284,1.582928,0.35598934,2.2640553,-0.8587885,-0.52209,1.3997889,-2.0215988,0.48312858,1.6694435,-0.8657881,-0.949885,0.39623752,1.2537335,1.7232977,-0.6078986,-0.49992913,-1.8900511,-0.42941323,0.9987372,-0.44041508,0.3847103,1.251671,0.05830839,1.4690133,0.9415751,-1.860219,0.38053098,1.5204706,-0.43822587,1.4015394,-0.7488881,0.2176351,1.0224221,0.08626117,0.374931,-1.8977721,-0.09590191,0.86790615,0.10805347,-1.4161236,-0.4895678,-0.09139331,-0.06185001,-0.2417112,-0.69789964,-0.059124988,0.72388,0.54998285,-1.3410583,2.1937635,-0.24225308,0.41855457,0.81625795,-1.1524109,-0.36130553,0.61033523
G36622,2.0081935,-19.429499,8.229861,-11.400966,-0.691543,-2.7884424,-1.0304953,-0.09322088,-0.910483,1.7236692,-4.6472626,5.0568438,3.148074,4.849143,5.961524,-4.025864,3.1216013,-2.8405175,3.4041173,-0.59902513,3.8700507,-5.7531676,0.31227633,0.09455148,1.9557557,-2.9828148,-0.0323187,-0.3063732,2.8254244,-0.6510624,4.4865046,-5.885846,-1.6020011,-3.7426815,-2.2441812,-0.1424231,-0.7700983,-1.9874537,1.1177796,-1.0003375,-1.9100723,-0.3601782,1.6739074,0.70774764,4.188861,1.8687047,-1.27783,-0.7653711,2.2835007,2.2874928,-1.2206554,-0.022706192,-2.003268,-0.7830874,1.0737734,-0.5325609,1.362669,-0.5158857,-1.2049696,0.36862922,1.5355738,-2.229164,-2.8081968,-1.1739131,-0.30981103,1.069962,-3.7596855,-0.72811544,0.49489078,0.0050686644,-0.34800002,0.7796914,1.6530062,0.1759162,-0.80613387,0.40070784,0.14584537,-1.4179481,1.0056294,0.08148086,-0.5606946,-1.6679388,-1.0433495,-2.5552413,1.2717388,0.4537646,0.20837805,0.7284629,1.0170867,-0.32705948,-2.4678826,0.5147808,-1.4368361,-0.17195888,1.5571405,-0.44021514,-1.3318295,-0.91786045
G36623,9.698591,-30.134405,5.2502236,-10.640589,2.2028146,3.8340087,1.3877823,2.9901445,5.2355595,1.3209685,-2.9135818,0.18284065,-0.0047633788,-0.75104094,-0.16940865,0.39037424,-4.013622,0.6459459,1.6918225,-1.682024,-0.5573456,-0.60368675,2.800551,2.364073,-0.8850312,1.1937473,-0.11384712,0.5705025,0.7586959,-0.517793,2.3594217,-3.6378245,-1.5024824,0.9090614,1.2306772,0.35885984,-0.70961815,-2.3340995,-0.07605996,-0.66329676,-1.3872904,-0.3826325,1.1008843,2.0552156,0.38683817,-0.95573986,-0.47996533,2.0214672,0.72321016,-0.8576809,0.33018506,0.73967636,-0.09315098,-1.0472838,0.50125283,3.5401213,0.1486349,-0.8095648,-1.1877528,-0.342589,0.2932234,-0.7340177,2.061976,0.9081976,0.44591525,-0.18353394,2.791913,-1.3512275,-1.8339068,0.6214147,1.5522221,1.3098116,-0.6871371,-0.32677287,1.991206,-0.5527221,-0.94144803,-0.63081867,-1.3111647,-0.79676896,-1.6877728,-0.25069174,0.310828,-0.32373264,-0.90773803,-0.1916072,-0.6127874,0.30450925,-0.8844274,0.12587306,-0.4262573,0.98618066,-0.8550685,0.59528035,1.1129833,0.75087756,0.53938985,-0.5975069
G36624,3.7441075,-23.558851,9.002551,-14.661044,5.36532,-2.9789863,-4.889794,6.123794,1.8187648,3.011709,-3.8649602,-0.37138003,-0.93785506,4.6667356,5.758664,0.3803928,1.6308403,-1.6910787,6.423343,-4.415963,2.7562995,-7.0337477,0.9209356,-2.7960706,0.2110058,-8.876737,0.19257717,-2.7587674,8.297864,0.09012971,3.8203285,-3.9895897,-7.0413666,-1.7279241,0.62419826,1.654897,-2.0660717,-3.7069428,2.314293,1.7247615,-1.812324,0.37864992,2.79489,0.12045737,5.924996,0.45883903,-1.3079545,-1.8194475,-0.50791734,-0.07620395,2.9181936,-1.2154653,-0.68537545,-0.47083867,3.1040359,1.917539,1.5454334,1.4246472,-0.98958546,1.9114017,-0.5579127,3.1597414,-0.46848074,-0.7184896,1.6789618,-0.12476939,0.12392751,-1.6831886,0.9506322,1.5110871,-0.5369186,1.2975682,0.9028331,-1.2674915,-1.9711847,-2.6624289,1.3990672,-1.8124733,-3.7654774,0.6820191,-1.4854733,-0.46863115,2.7252014,-0.40015987,2.2878478,-1.4831614,1.0939869,0.993713,1.5972804,1.0599859,-2.1234443,-0.39018518,-3.398383,-0.05869383,2.5795484,-3.4721029,-1.6566498,-1.5507156
G36625,8.262234,-32.469418,8.982055,-4.737563,-0.23392458,5.939778,2.108185,6.1985273,8.752903,2.3004422,-7.0877175,1.0981122,-0.22407718,-0.5702651,-1.2907797,-1.9992566,-8.721834,-1.6878378,0.5181639,-1.3333857,-7.417705,2.431079,2.5351727,-0.25254667,-6.141092,0.45516557,0.58261245,-1.3889925,0.32416242,-2.410686,2.6669128,1.6909196,-1.6945263,4.119312,4.6733356,2.6592124,1.5949718,0.82107,0.1316473,-1.767835,0.3302247,0.872886,0.23169509,-0.25172195,-2.1690814,1.885627,-1.6819513,1.8430732,-1.783902,-1.6459268,-0.31356347,-2.01941,0.22792388,0.6539966,3.7231452,4.955867,-2.2511063,0.6643205,-1.1196234,-1.2886088,-1.1359742,-0.94219786,4.61127,-0.56541395,-2.6774004,-0.11290963,2.1734035,-2.451082,0.42377546,0.88134277,-2.5025287,2.2619336,-1.4202113,-2.0634072,-0.56659263,-0.4203253,-0.4626762,0.35340947,-1.5550065,0.028541714,-0.3104457,1.4408761,1.7789781,-0.6570413,-2.4785564,0.46501234,0.40922922,-0.41750222,-2.917951,0.4794233,2.2028685,-1.10472,0.4345991,-0.7428399,-0.87774384,-1.6910307,-2.26383,-0.92893094
G36626,10.903561,-28.740566,-1.0088109,-10.309361,6.379894,5.300645,0.51787555,0.64135814,6.914604,-0.3097803,1.0718724,3.0790448,-0.31279945,-1.2208283,-5.3630843,1.4925727,-8.758427,4.972287,2.7869022,0.2952904,-1.9636222,0.99004304,2.2870467,-1.3225989,4.0687604,4.688715,-0.094369546,3.102832,-2.0573156,0.9679191,-4.1155457,-0.51178634,-0.7926537,-1.0864278,-4.7949786,-5.3536396,0.8017881,-6.319746,-0.31489757,1.9876915,-2.8352802,-0.598478,2.1640372,0.9751243,-0.029008582,-2.6482491,-0.43855152,-0.3672693,1.2666385,-2.0327215,0.46115217,-0.35091403,0.68493974,1.9555378,-2.9290931,1.7717344,0.56164795,-1.3125383,1.4452077,0.19930226,1.9461198,0.13724194,0.47671413,-0.9592625,-1.8084854,0.6088104,-0.92856365,-0.015565898,-0.33372805,-1.4581043,-1.0125515,-1.1512128,0.080605246,-0.7251687,-0.2882752,-0.73909867,1.2591674,1.5537127,-1.4531511,-0.7631848,-0.7315844,-0.052437797,0.14639881,-0.66939604,1.7608052,0.3629819,0.34745,-0.92836744,0.70097697,-0.59950656,1.6371999,0.37191078,-1.4301981,-0.1846182,0.75873893,0.5485865,-1.0631876,0.13576642
G36627,8.477978,-26.272913,3.1730666,-5.826299,3.2279387,4.7306156,1.2910256,3.107634,1.2876973,-1.0744749,-1.9271531,4.261433,-2.4253569,2.6975644,-4.855754,-2.2439806,-1.6500435,1.4438496,0.80984557,6.122226,-4.546597,0.47802076,0.62247556,-1.5644138,-1.7306553,8.091797,-0.12482358,0.49095517,-2.329498,3.1476936,-0.15970963,-0.6196003,2.2991748,3.1022263,0.72711,-1.3953001,1.429191,-4.169818,-2.611789,-1.5779022,-3.7317579,-1.7485589,-1.4000303,0.6023739,-2.284996,-0.02514365,1.3045121,2.1291559,2.5283551,1.4239255,-2.055533,2.3966837,-0.011323253,-0.52122253,2.2953336,-1.3827893,-0.7848794,1.3134289,0.12801805,-2.455956,-0.73999816,0.70849407,-0.5158434,-2.1037433,-1.5447474,0.22872135,-0.957726,0.28316784,-0.90045494,0.25534654,-0.34986928,0.7868444,1.3134894,1.2813857,-1.6805654,-0.36430836,-1.4304887,1.4653544,0.7359954,1.5837301,3.9024456,0.5540783,0.5332314,-0.6649854,1.3258784,1.5376912,-0.11116632,-1.6512866,0.938214,-0.874297,-2.5998561,-0.26736337,0.61641675,-0.82856953,2.080655,-0.224864,-2.3887637,-0.46621868
G36628,7.5762453,-28.191275,5.3870845,-8.285014,3.5517485,4.507073,-0.4766048,2.7885597,-2.1830072,1.138292,-3.9640412,-2.1966357,-0.78256077,-1.0595418,-1.695746,1.2158332,7.2110868,-0.25306535,-0.7164586,5.1681333,-1.7121427,0.52911335,1.1605955,-0.4158734,-2.6139915,7.895732,-1.5362751,-4.149661,-2.2150605,2.6227849,0.30634078,-3.3897498,0.8622432,6.210407,3.6407783,-0.5131241,0.49015135,-4.5044045,-4.6290107,-2.6381974,-3.651297,-0.18933538,-2.5518808,-0.8152885,-3.0421655,0.8462572,0.50916094,-0.65966827,4.6093163,0.67381024,-1.5310531,1.4374534,2.7328718,0.20260839,2.6777456,-1.8978542,-1.0219991,-1.5645024,-0.06774261,-2.551498,-1.5288655,-0.24567778,0.70917755,-1.2669847,0.1811985,0.17225528,-2.578403,3.0236366,-1.0900254,-0.812727,0.9850168,-0.56767446,1.6741413,3.314117,-1.0579796,0.615608,-1.5690924,0.86393785,1.3187981,3.1033585,4.5078173,0.036817722,0.35533783,-0.92385966,1.3692724,0.093723685,0.3198981,-1.8040682,1.2865396,0.84299767,-1.1383905,-0.18147895,0.9533281,-1.2074355,0.73834336,-1.4612912,-0.2775006,0.91683435
G36629,10.342651,-29.310257,5.7596307,-5.270174,-0.28605393,7.9722233,-1.9019878,3.056984,5.526039,-7.8919544,-3.2528718,-4.8504224,-1.202792,3.496219,-4.40441,-5.0354323,-1.8529303,-4.5688443,-2.9646702,5.238188,-3.2919312,6.5294642,0.27241787,-2.1263008,-2.4922078,1.1031939,0.52018976,-0.7498881,-3.7162666,0.43154752,-0.73502135,3.758759,-1.746825,-0.34576264,-2.4558377,-0.12769395,-1.7182815,-2.1622622,1.1208098,2.4783745,1.575791,1.7636153,1.0140799,-1.6924754,4.848379,-1.293818,0.8151998,-2.9004354,-1.9505074,1.7251953,-1.1447363,-1.9827241,-1.3262575,1.8466762,-2.3504682,-1.8459054,-0.7597826,-1.3418849,1.4727912,1.608728,-1.1518801,0.2691467,-1.4783577,-1.0718347,-2.5503445,0.40660435,-1.722905,-0.24581234,1.3349512,-0.80261093,1.7496403,-1.7438352,0.56366855,1.967608,-0.72691506,0.6805658,2.172138,-1.2623724,2.7264934,1.2497315,1.0436391,0.88263506,-4.251139,1.4700872,0.20862922,-1.0470096,-1.3829811,-2.6343765,1.0644276,-1.2574866,0.62786376,-0.611293,0.11540591,0.098992854,-0.40614223,-0.8705356,-0.203923,0.9414061
G36630,-0.3306527,-21.9116,11.255387,-15.702171,1.7911819,-2.0311584,-2.5683692,6.7692223,1.4796976,4.4581146,-6.0348544,-0.19193797,-0.40915135,3.6200848,-0.561323,-3.2518806,-0.067842215,-1.2159238,4.982597,-4.3518047,0.32973456,2.4697301,3.999046,4.2683554,0.46777472,1.6640959,-2.927049,2.1406753,0.8803354,-1.7314931,5.214476,-7.8363757,1.1482745,-3.385206,-3.3477404,1.4462253,-1.9749786,0.25163168,1.1396494,2.4765627,-1.8052013,-1.1787976,3.3942525,2.136109,7.7728,-1.7744504,-0.38877565,0.8621163,-0.6279364,0.5701988,0.25455368,-2.8928785,-2.3769717,-0.9298347,1.5174212,0.59670395,1.3416204,-0.23248978,-0.23957948,0.56856215,0.05506476,0.1519273,-3.4082217,-3.422576,-2.2563078,-0.5500182,-0.8140391,0.10788826,3.0792973,-0.35536692,0.82317007,0.04195894,0.5378466,-1.9417065,-2.2567687,0.53150684,2.5875256,-1.2106748,-2.1139655,0.8487237,0.62495834,-2.4847357,0.63359576,-0.48989472,0.09035506,-2.1068683,0.67406046,-0.25133654,1.6957228,0.91653705,-3.2493875,-1.6860064,-2.349705,-0.28324637,1.9829744,-2.403605,-1.5039054,-1.8706064
G36631,9.4270525,-30.46352,5.8989625,-8.107952,2.3521206,4.6441507,-0.31087077,4.577581,2.308001,0.18060298,-3.3175786,-1.9946916,-1.102139,-0.91905135,-0.55021214,1.257057,1.938169,-0.2376113,0.74806833,1.7169216,-0.9816712,0.07106114,1.5101432,-1.5523236,-3.2439618,4.832634,-2.229199,-1.5196139,0.4955102,-1.068882,0.45442137,-2.5416842,-0.51982254,5.892388,4.316328,2.1642394,-0.4978342,-2.2880607,-5.2710924,-3.5042846,0.362246,0.7699645,-0.51705885,0.7811879,0.6091359,0.092638336,-1.554694,0.16973816,1.1709985,0.76070774,-2.4595804,-1.5223697,1.3887469,0.40230668,-1.4402009,0.9056498,-2.4847212,-0.91878146,0.049450725,-1.6709946,-1.9760109,-1.4432464,-0.1928669,-1.3905447,-0.6709221,-1.3261514,-3.5208564,1.070816,0.06282387,-2.0489962,0.9110407,-2.0084307,0.38253406,3.544917,-1.9082667,2.2551877,-0.48578823,-1.0318601,1.8357675,0.97058046,0.652584,-1.1070118,-2.3253658,-0.97586817,1.6905488,1.1646456,-0.16610494,-0.9633811,1.2696693,0.021651793,-1.3835624,0.3389115,-1.3601751,-0.20770252,1.6988338,-0.13862938,0.6019062,0.68677986
G36632,9.875246,-28.605064,4.1219935,-13.830646,3.628617,3.6705317,2.21966,1.6052973,4.55856,-0.6757851,-3.171589,-2.6011677,0.41932213,-0.8533719,-1.5030812,-0.883478,-3.7179928,-1.863883,1.1304922,-1.1042782,-1.1499376,1.6995941,4.1486325,1.0104648,-2.4442809,0.4860426,-2.3810265,-2.214694,0.44320914,-0.91611075,2.6520271,-3.8627207,-0.6478485,5.2462983,4.750437,3.0658166,-0.73140883,-0.4984129,-1.3200331,-1.9240174,1.093031,-0.9497781,0.31024563,0.81810266,1.2048274,-0.12486045,-2.14283,1.0659149,-0.21839981,1.0457209,-1.8279617,-3.001992,-0.76904607,1.9485886,-1.6245766,2.166268,-3.5638654,1.4302136,-1.5330163,0.5358252,0.39738852,-2.5710437,-0.61837226,-0.6299379,-3.1665585,-0.5268627,-2.5186584,-1.1546849,1.683061,-2.8881838,0.294066,-1.6194389,-2.7798786,3.3034427,-1.3107609,1.0786514,1.182748,-0.52444124,0.16533735,0.75725114,-1.1733251,-1.0761616,-1.3035682,-0.65780413,1.9939425,1.5439733,-0.57997316,1.4120024,-0.15405844,-1.3329982,0.08831392,0.47786024,-1.2780082,0.7802732,0.71683466,-0.12419448,-0.66860443,-0.80941063
G36633,9.689648,-34.210163,7.478149,-9.54915,2.1602407,4.256524,-1.3477817,7.5872636,9.543773,5.7340503,-4.401209,-4.754899,-1.2501651,-3.856693,0.24998635,0.4467168,-5.4711075,-0.8949328,1.5733167,-6.407403,-2.108989,1.5334548,2.5030148,0.5405505,-0.92154634,-2.064207,-0.4781962,1.144734,1.5265316,-2.6605155,2.0965285,-1.9250586,-1.8384556,0.9595467,1.5338864,1.7731198,-1.3669053,1.0961671,-1.3010031,1.4761161,4.2063794,1.8696904,1.666315,1.1556075,2.8179424,-1.6196127,0.34624127,-0.23731646,-4.406181,-0.12142052,-0.65487987,-3.3793132,-1.781098,0.4689368,-1.3425161,1.795874,0.12126503,0.65826654,0.42424393,2.493567,0.76074624,-0.8836325,1.1843294,-0.3091875,-1.7344537,0.6539593,0.61860377,-1.4992852,0.1931946,-0.13559346,-0.038006905,-0.4996641,-1.6942462,-0.8786604,0.71170866,-0.284816,0.9425766,-1.6458538,-0.0060049393,-0.12927501,-2.4302683,-0.9209478,-0.3275471,0.13090646,-1.0394028,-0.9352398,0.8393503,-0.074448645,-2.3055959,-0.09634955,1.0824313,0.24553238,-0.5907099,0.39582437,-0.1296222,0.06598327,0.84614646,-1.5025789
G36634,10.310135,-28.740553,4.6300397,-6.765093,-0.7286633,3.8190432,2.477397,0.50740254,1.450043,-5.609655,-1.8534724,-9.362376,2.066177,-1.0414627,0.5993057,-2.063195,6.3268723,-4.7664213,-4.6132684,4.2982297,0.4920939,5.187589,-3.42827,1.3367982,-0.60591483,1.1409694,1.8742629,-2.5003834,-1.5285499,2.0980093,-2.7085955,0.9819431,-0.52978474,-0.5951034,0.2783542,-0.6356312,-1.0513462,-1.6163639,-6.5407214,-1.3453074,2.323219,0.07521212,0.5881251,0.689731,1.2569191,-0.80947644,1.6563618,-1.6368225,2.8569086,-1.2555293,-0.109490514,-1.4790696,0.49696332,1.758873,-1.444822,3.1795223,-4.442838,-1.2317615,0.13269873,-0.25797012,-1.7693732,-1.9209547,0.95785815,-0.7129538,0.5274608,-0.6907552,-1.4279069,1.1520839,0.62969947,-2.0802894,1.3119053,-1.8726606,0.32294202,1.6131588,-0.30996233,1.9956763,0.5393493,0.52421176,2.03658,1.2016824,-0.21641019,-0.62383944,-2.268352,0.40488803,-0.0635651,-0.34850353,-1.4081969,-0.6713023,-0.72412354,-1.2356791,1.5845696,0.88326037,0.7010104,0.004745809,-1.4447021,0.11366258,2.2728465,1.8932827
G36635,10.86022,-33.46285,6.132518,-7.6676784,-0.6814444,5.4702215,1.456402,3.0160925,6.543074,-0.23657611,-2.8860304,-4.696098,0.27627286,-2.9534068,-0.8611175,2.894621,-4.6520557,0.5066275,0.746451,-3.1221476,-3.3542209,0.7886307,0.85057,-1.5386802,-5.515296,1.6676936,-0.35153544,-1.6262488,2.2683063,-2.2593515,2.222001,0.37758592,-3.014639,8.381397,5.875588,4.335884,1.8988127,1.3411819,-4.044047,-3.0489268,2.7359335,3.9738128,0.81120664,3.324702,1.1104051,-0.2756365,-1.5158058,-1.2801689,-3.2181253,-0.7514481,-2.7547798,-3.2350245,0.8584377,-2.3498886,-2.8425937,1.4920022,3.6870325,-1.1566284,0.75191694,2.4313817,-1.8612988,-2.0634274,1.5255841,0.19797179,1.2223068,-0.20374222,2.5052824,-0.18031421,-2.6520581,0.43213916,2.7388194,0.23267287,-0.4694729,-1.5765443,2.4594,1.0989172,-0.47283977,-0.29504585,1.8702096,0.34582818,-2.7721858,1.0223094,-1.7766227,0.546893,-2.708078,-1.4497831,-1.2949264,-0.014059311,-1.4156859,0.9303006,0.8615972,0.062989116,-1.7039454,-0.19866042,0.40503556,1.8867418,0.752145,-0.6859062
